Year BS,Year AD,District,zone,belt,region,Mental problem,No of People,Zone,Belt,Region
2066/67,2009/10,Dhankuta,Kosi,Hill,Eastern,Mental retardation,1,Kosi,Hill,Eastern
2066/67,2009/10,Dhankuta,Kosi,Hill,Eastern,Psychosis,0,Kosi,Hill,Eastern
2067/68,2010/11,Dhankuta,Kosi,Hill,Eastern,Alcoholism,7,Kosi,Hill,Eastern
2067/68,2010/11,Dhankuta,Kosi,Hill,Eastern,Anxiety (Neurosis,21,Kosi,Hill,Eastern
2067/68,2010/11,Dhankuta,Kosi,Hill,Eastern,"Conversive disorder
(Hysteria)",1,Kosi,Hill,Eastern
2067/68,2010/11,Dhankuta,Kosi,Hill,Eastern,Depression,25,Kosi,Hill,Eastern
2067/68,2010/11,Dhankuta,Kosi,Hill,Eastern,Epilesy,4,Kosi,Hill,Eastern
2067/68,2010/11,Dhankuta,Kosi,Hill,Eastern,Mental retardation,0,Kosi,Hill,Eastern
2067/68,2010/11,Dhankuta,Kosi,Hill,Eastern,Psychosis,0,Kosi,Hill,Eastern
2068/69,2011/12,Dhankuta,Kosi,Hill,Eastern,Alcoholism,94,Kosi,Hill,Eastern
2068/69,2011/12,Dhankuta,Kosi,Hill,Eastern,Anxiety (Neurosis,57,Kosi,Hill,Eastern
2068/69,2011/12,Dhankuta,Kosi,Hill,Eastern,"Conversive disorder
(Hysteria)",11,Kosi,Hill,Eastern
2068/69,2011/12,Dhankuta,Kosi,Hill,Eastern,Depression,58,Kosi,Hill,Eastern
2068/69,2011/12,Dhankuta,Kosi,Hill,Eastern,Epilesy,8,Kosi,Hill,Eastern
2068/69,2011/12,Dhankuta,Kosi,Hill,Eastern,Mental retardation,5,Kosi,Hill,Eastern
2068/69,2011/12,Dhankuta,Kosi,Hill,Eastern,Psychosis,1,Kosi,Hill,Eastern
2069/70,2012/13,Dhankuta,Kosi,Hill,Eastern,Alcoholism,115,Kosi,Hill,Eastern
2069/70,2012/13,Dhankuta,Kosi,Hill,Eastern,Anxiety (Neurosis,114,Kosi,Hill,Eastern
2069/70,2012/13,Dhankuta,Kosi,Hill,Eastern,"Conversive disorder
(Hysteria)",37,Kosi,Hill,Eastern
2069/70,2012/13,Dhankuta,Kosi,Hill,Eastern,Depression,191,Kosi,Hill,Eastern
2069/70,2012/13,Dhankuta,Kosi,Hill,Eastern,Epilesy,18,Kosi,Hill,Eastern
2069/70,2012/13,Dhankuta,Kosi,Hill,Eastern,Mental retardation,16,Kosi,Hill,Eastern
2069/70,2012/13,Dhankuta,Kosi,Hill,Eastern,Psychosis,18,Kosi,Hill,Eastern
2069/70,2012/13,Dhankuta,Kosi,Hill,Eastern,Alcoholism,305,Kosi,Hill,Eastern
2070/71,2013/14,Dhankuta,Kosi,Hill,Eastern,Anxiety (Neurosis,144,Kosi,Hill,Eastern
2070/71,2013/14,Dhankuta,Kosi,Hill,Eastern,"Conversive disorder
(Hysteria)",25,Kosi,Hill,Eastern
2070/71,2013/14,Dhankuta,Kosi,Hill,Eastern,Depression,223,Kosi,Hill,Eastern
2070/71,2013/14,Dhankuta,Kosi,Hill,Eastern,Epilesy,19,Kosi,Hill,Eastern
2070/71,2013/14,Dhankuta,Kosi,Hill,Eastern,Mental retardation,4,Kosi,Hill,Eastern
2070/71,2013/14,Dhankuta,Kosi,Hill,Eastern,Psychosis,28,Kosi,Hill,Eastern
2066/67,2009/10,Dhanusa,Janakpur,Terai,Central,Alcoholism,77,Janakpur,Terai,Central
2066/67,2009/10,Dhanusa,Janakpur,Terai,Central,Anxiety (Neurosis,134,Janakpur,Terai,Central
2066/67,2009/10,Dhanusa,Janakpur,Terai,Central,"Conversive disorder
(Hysteria)",9,Janakpur,Terai,Central
2066/67,2009/10,Dhanusa,Janakpur,Terai,Central,Depression,210,Janakpur,Terai,Central
2066/67,2009/10,Dhanusa,Janakpur,Terai,Central,Epilesy,7,Janakpur,Terai,Central
2066/67,2009/10,Dhanusa,Janakpur,Terai,Central,Mental retardation,10,Janakpur,Terai,Central
2066/67,2009/10,Dhanusa,Janakpur,Terai,Central,Psychosis,33,Janakpur,Terai,Central
2067/68,2010/11,Dhanusa,Janakpur,Terai,Central,Alcoholism,18,Janakpur,Terai,Central
2067/68,2010/11,Dhanusa,Janakpur,Terai,Central,Anxiety (Neurosis,40,Janakpur,Terai,Central
2067/68,2010/11,Dhanusa,Janakpur,Terai,Central,"Conversive disorder
(Hysteria)",2,Janakpur,Terai,Central
2067/68,2010/11,Dhanusa,Janakpur,Terai,Central,Depression,72,Janakpur,Terai,Central
2067/68,2010/11,Dhanusa,Janakpur,Terai,Central,Epilesy,0,Janakpur,Terai,Central
2067/68,2010/11,Dhanusa,Janakpur,Terai,Central,Mental retardation,13,Janakpur,Terai,Central
2067/68,2010/11,Dhanusa,Janakpur,Terai,Central,Psychosis,46,Janakpur,Terai,Central
2068/69,2011/12,Dhanusa,Janakpur,Terai,Central,Alcoholism,47,Janakpur,Terai,Central
2068/69,2011/12,Dhanusa,Janakpur,Terai,Central,Anxiety (Neurosis,44,Janakpur,Terai,Central
2068/69,2011/12,Dhanusa,Janakpur,Terai,Central,"Conversive disorder
(Hysteria)",1,Janakpur,Terai,Central
2068/69,2011/12,Dhanusa,Janakpur,Terai,Central,Depression,77,Janakpur,Terai,Central
2068/69,2011/12,Dhanusa,Janakpur,Terai,Central,Epilesy,2,Janakpur,Terai,Central
2068/69,2011/12,Dhanusa,Janakpur,Terai,Central,Mental retardation,15,Janakpur,Terai,Central
2068/69,2011/12,Dhanusa,Janakpur,Terai,Central,Psychosis,45,Janakpur,Terai,Central
2069/70,2012/13,Dhanusa,Janakpur,Terai,Central,Alcoholism,18,Janakpur,Terai,Central
2069/70,2012/13,Dhanusa,Janakpur,Terai,Central,Anxiety (Neurosis,62,Janakpur,Terai,Central
2069/70,2012/13,Dhanusa,Janakpur,Terai,Central,"Conversive disorder
(Hysteria)",16,Janakpur,Terai,Central
2069/70,2012/13,Dhanusa,Janakpur,Terai,Central,Depression,67,Janakpur,Terai,Central
2069/70,2012/13,Dhanusa,Janakpur,Terai,Central,Epilesy,144,Janakpur,Terai,Central
2069/70,2012/13,Dhanusa,Janakpur,Terai,Central,Mental retardation,12,Janakpur,Terai,Central
2069/70,2012/13,Dhanusa,Janakpur,Terai,Central,Psychosis,42,Janakpur,Terai,Central
2069/70,2012/13,Dhanusa,Janakpur,Terai,Central,Alcoholism,84,Janakpur,Terai,Central
2070/71,2013/14,Dhanusa,Janakpur,Terai,Central,Anxiety (Neurosis,104,Janakpur,Terai,Central
2070/71,2013/14,Dhanusa,Janakpur,Terai,Central,"Conversive disorder
(Hysteria)",16,Janakpur,Terai,Central
2070/71,2013/14,Dhanusa,Janakpur,Terai,Central,Depression,158,Janakpur,Terai,Central
2070/71,2013/14,Dhanusa,Janakpur,Terai,Central,Epilesy,19,Janakpur,Terai,Central
2070/71,2013/14,Dhanusa,Janakpur,Terai,Central,Mental retardation,24,Janakpur,Terai,Central
2070/71,2013/14,Dhanusa,Janakpur,Terai,Central,Psychosis,61,Janakpur,Terai,Central
2066/67,2009/10,Dolakha,Janakpur,Mountain,Central,Alcoholism,96,Janakpur,Mountain,Central
2066/67,2009/10,Dolakha,Janakpur,Mountain,Central,Anxiety (Neurosis,164,Janakpur,Mountain,Central
2066/67,2009/10,Dolakha,Janakpur,Mountain,Central,"Conversive disorder
(Hysteria)",103,Janakpur,Mountain,Central
2066/67,2009/10,Dolakha,Janakpur,Mountain,Central,Depression,178,Janakpur,Mountain,Central
2066/67,2009/10,Dolakha,Janakpur,Mountain,Central,Epilesy,247,Janakpur,Mountain,Central
2066/67,2009/10,Dolakha,Janakpur,Mountain,Central,Mental retardation,21,Janakpur,Mountain,Central
2066/67,2009/10,Dolakha,Janakpur,Mountain,Central,Psychosis,43,Janakpur,Mountain,Central
2067/68,2010/11,Dolakha,Janakpur,Mountain,Central,Alcoholism,355,Janakpur,Mountain,Central
2067/68,2010/11,Dolakha,Janakpur,Mountain,Central,Anxiety (Neurosis,9,Janakpur,Mountain,Central
2067/68,2010/11,Dolakha,Janakpur,Mountain,Central,"Conversive disorder
(Hysteria)",139,Janakpur,Mountain,Central
2067/68,2010/11,Dolakha,Janakpur,Mountain,Central,Depression,148,Janakpur,Mountain,Central
2067/68,2010/11,Dolakha,Janakpur,Mountain,Central,Epilesy,4,Janakpur,Mountain,Central
2067/68,2010/11,Dolakha,Janakpur,Mountain,Central,Mental retardation,88,Janakpur,Mountain,Central
2067/68,2010/11,Dolakha,Janakpur,Mountain,Central,Psychosis,248,Janakpur,Mountain,Central
2068/69,2011/12,Dolakha,Janakpur,Mountain,Central,Alcoholism,122,Janakpur,Mountain,Central
2068/69,2011/12,Dolakha,Janakpur,Mountain,Central,Anxiety (Neurosis,81,Janakpur,Mountain,Central
2068/69,2011/12,Dolakha,Janakpur,Mountain,Central,"Conversive disorder
(Hysteria)",79,Janakpur,Mountain,Central
2068/69,2011/12,Dolakha,Janakpur,Mountain,Central,Depression,64,Janakpur,Mountain,Central
2068/69,2011/12,Dolakha,Janakpur,Mountain,Central,Epilesy,79,Janakpur,Mountain,Central
2068/69,2011/12,Dolakha,Janakpur,Mountain,Central,Mental retardation,39,Janakpur,Mountain,Central
2068/69,2011/12,Dolakha,Janakpur,Mountain,Central,Psychosis,64,Janakpur,Mountain,Central
2069/70,2012/13,Dolakha,Janakpur,Mountain,Central,Alcoholism,37,Janakpur,Mountain,Central
2069/70,2012/13,Dolakha,Janakpur,Mountain,Central,Anxiety (Neurosis,106,Janakpur,Mountain,Central
2069/70,2012/13,Dolakha,Janakpur,Mountain,Central,"Conversive disorder
(Hysteria)",46,Janakpur,Mountain,Central
2069/70,2012/13,Dolakha,Janakpur,Mountain,Central,Depression,89,Janakpur,Mountain,Central
2069/70,2012/13,Dolakha,Janakpur,Mountain,Central,Epilesy,175,Janakpur,Mountain,Central
2069/70,2012/13,Dolakha,Janakpur,Mountain,Central,Mental retardation,48,Janakpur,Mountain,Central
2069/70,2012/13,Dolakha,Janakpur,Mountain,Central,Psychosis,62,Janakpur,Mountain,Central
2069/70,2012/13,Dolakha,Janakpur,Mountain,Central,Alcoholism,83,Janakpur,Mountain,Central
2070/71,2013/14,Dolakha,Janakpur,Mountain,Central,Anxiety (Neurosis,194,Janakpur,Mountain,Central
2070/71,2013/14,Dolakha,Janakpur,Mountain,Central,"Conversive disorder
(Hysteria)",95,Janakpur,Mountain,Central
2070/71,2013/14,Dolakha,Janakpur,Mountain,Central,Depression,77,Janakpur,Mountain,Central
2070/71,2013/14,Dolakha,Janakpur,Mountain,Central,Epilesy,248,Janakpur,Mountain,Central
2070/71,2013/14,Dolakha,Janakpur,Mountain,Central,Mental retardation,8,Janakpur,Mountain,Central
2070/71,2013/14,Dolakha,Janakpur,Mountain,Central,Psychosis,12,Janakpur,Mountain,Central
2066/67,2009/10,Dolpa,Karnali,Mountain,Mid-Western,Alcoholism,16,Karnali,Mountain,Mid-Western
2066/67,2009/10,Dolpa,Karnali,Mountain,Mid-Western,Anxiety (Neurosis,10,Karnali,Mountain,Mid-Western
2066/67,2009/10,Dolpa,Karnali,Mountain,Mid-Western,"Conversive disorder
(Hysteria)",11,Karnali,Mountain,Mid-Western
2066/67,2009/10,Dolpa,Karnali,Mountain,Mid-Western,Depression,48,Karnali,Mountain,Mid-Western
2066/67,2009/10,Dolpa,Karnali,Mountain,Mid-Western,Epilesy,7,Karnali,Mountain,Mid-Western
2066/67,2009/10,Dolpa,Karnali,Mountain,Mid-Western,Mental retardation,1,Karnali,Mountain,Mid-Western
2066/67,2009/10,Dolpa,Karnali,Mountain,Mid-Western,Psychosis,1,Karnali,Mountain,Mid-Western
2067/68,2010/11,Dolpa,Karnali,Mountain,Mid-Western,Alcoholism,19,Karnali,Mountain,Mid-Western
2067/68,2010/11,Dolpa,Karnali,Mountain,Mid-Western,Anxiety (Neurosis,0,Karnali,Mountain,Mid-Western
2067/68,2010/11,Dolpa,Karnali,Mountain,Mid-Western,"Conversive disorder
(Hysteria)",0,Karnali,Mountain,Mid-Western
2067/68,2010/11,Dolpa,Karnali,Mountain,Mid-Western,Depression,0,Karnali,Mountain,Mid-Western
2067/68,2010/11,Dolpa,Karnali,Mountain,Mid-Western,Epilesy,8,Karnali,Mountain,Mid-Western
2067/68,2010/11,Dolpa,Karnali,Mountain,Mid-Western,Mental retardation,0,Karnali,Mountain,Mid-Western
2067/68,2010/11,Dolpa,Karnali,Mountain,Mid-Western,Psychosis,0,Karnali,Mountain,Mid-Western
2068/69,2011/12,Dolpa,Karnali,Mountain,Mid-Western,Alcoholism,97,Karnali,Mountain,Mid-Western
2068/69,2011/12,Dolpa,Karnali,Mountain,Mid-Western,Anxiety (Neurosis,19,Karnali,Mountain,Mid-Western
2068/69,2011/12,Dolpa,Karnali,Mountain,Mid-Western,"Conversive disorder
(Hysteria)",27,Karnali,Mountain,Mid-Western
2068/69,2011/12,Dolpa,Karnali,Mountain,Mid-Western,Depression,18,Karnali,Mountain,Mid-Western
2068/69,2011/12,Dolpa,Karnali,Mountain,Mid-Western,Epilesy,0,Karnali,Mountain,Mid-Western
2068/69,2011/12,Dolpa,Karnali,Mountain,Mid-Western,Mental retardation,0,Karnali,Mountain,Mid-Western
2068/69,2011/12,Dolpa,Karnali,Mountain,Mid-Western,Psychosis,0,Karnali,Mountain,Mid-Western
2069/70,2012/13,Dolpa,Karnali,Mountain,Mid-Western,Alcoholism,90,Karnali,Mountain,Mid-Western
2069/70,2012/13,Dolpa,Karnali,Mountain,Mid-Western,Anxiety (Neurosis,1,Karnali,Mountain,Mid-Western
2069/70,2012/13,Dolpa,Karnali,Mountain,Mid-Western,"Conversive disorder
(Hysteria)",20,Karnali,Mountain,Mid-Western
2069/70,2012/13,Dolpa,Karnali,Mountain,Mid-Western,Depression,0,Karnali,Mountain,Mid-Western
2069/70,2012/13,Dolpa,Karnali,Mountain,Mid-Western,Epilesy,0,Karnali,Mountain,Mid-Western
2069/70,2012/13,Dolpa,Karnali,Mountain,Mid-Western,Mental retardation,0,Karnali,Mountain,Mid-Western
2069/70,2012/13,Dolpa,Karnali,Mountain,Mid-Western,Psychosis,1,Karnali,Mountain,Mid-Western
2069/70,2012/13,Dolpa,Karnali,Mountain,Mid-Western,Alcoholism,162,Karnali,Mountain,Mid-Western
2070/71,2013/14,Dolpa,Karnali,Mountain,Mid-Western,Anxiety (Neurosis,2,Karnali,Mountain,Mid-Western
2070/71,2013/14,Dolpa,Karnali,Mountain,Mid-Western,"Conversive disorder
(Hysteria)",10,Karnali,Mountain,Mid-Western
2070/71,2013/14,Dolpa,Karnali,Mountain,Mid-Western,Depression,5,Karnali,Mountain,Mid-Western
2070/71,2013/14,Dolpa,Karnali,Mountain,Mid-Western,Epilesy,1,Karnali,Mountain,Mid-Western
2070/71,2013/14,Dolpa,Karnali,Mountain,Mid-Western,Mental retardation,1,Karnali,Mountain,Mid-Western
2070/71,2013/14,Dolpa,Karnali,Mountain,Mid-Western,Psychosis,0,Karnali,Mountain,Mid-Western
2066/67,2009/10,Doti,Seti,Hill,Far-Western,Alcoholism,69,Seti,Hill,Far-Western
2066/67,2009/10,Doti,Seti,Hill,Far-Western,Anxiety (Neurosis,29,Seti,Hill,Far-Western
2066/67,2009/10,Doti,Seti,Hill,Far-Western,"Conversive disorder
(Hysteria)",13,Seti,Hill,Far-Western
2066/67,2009/10,Doti,Seti,Hill,Far-Western,Depression,28,Seti,Hill,Far-Western
2066/67,2009/10,Doti,Seti,Hill,Far-Western,Epilesy,265,Seti,Hill,Far-Western
2066/67,2009/10,Doti,Seti,Hill,Far-Western,Mental retardation,4,Seti,Hill,Far-Western
2066/67,2009/10,Doti,Seti,Hill,Far-Western,Psychosis,5,Seti,Hill,Far-Western
2067/68,2010/11,Doti,Seti,Hill,Far-Western,Alcoholism,11,Seti,Hill,Far-Western
2067/68,2010/11,Doti,Seti,Hill,Far-Western,Anxiety (Neurosis,58,Seti,Hill,Far-Western
2067/68,2010/11,Doti,Seti,Hill,Far-Western,"Conversive disorder
(Hysteria)",9,Seti,Hill,Far-Western
2067/68,2010/11,Doti,Seti,Hill,Far-Western,Depression,78,Seti,Hill,Far-Western
2067/68,2010/11,Doti,Seti,Hill,Far-Western,Epilesy,5,Seti,Hill,Far-Western
2067/68,2010/11,Doti,Seti,Hill,Far-Western,Mental retardation,9,Seti,Hill,Far-Western
2067/68,2010/11,Doti,Seti,Hill,Far-Western,Psychosis,10,Seti,Hill,Far-Western
2068/69,2011/12,Doti,Seti,Hill,Far-Western,Alcoholism,58,Seti,Hill,Far-Western
2068/69,2011/12,Doti,Seti,Hill,Far-Western,Anxiety (Neurosis,128,Seti,Hill,Far-Western
2068/69,2011/12,Doti,Seti,Hill,Far-Western,"Conversive disorder
(Hysteria)",15,Seti,Hill,Far-Western
2068/69,2011/12,Doti,Seti,Hill,Far-Western,Depression,89,Seti,Hill,Far-Western
2068/69,2011/12,Doti,Seti,Hill,Far-Western,Epilesy,19,Seti,Hill,Far-Western
2068/69,2011/12,Doti,Seti,Hill,Far-Western,Mental retardation,7,Seti,Hill,Far-Western
2068/69,2011/12,Doti,Seti,Hill,Far-Western,Psychosis,22,Seti,Hill,Far-Western
2069/70,2012/13,Doti,Seti,Hill,Far-Western,Alcoholism,41,Seti,Hill,Far-Western
2069/70,2012/13,Doti,Seti,Hill,Far-Western,Anxiety (Neurosis,112,Seti,Hill,Far-Western
2069/70,2012/13,Doti,Seti,Hill,Far-Western,"Conversive disorder
(Hysteria)",26,Seti,Hill,Far-Western
2069/70,2012/13,Doti,Seti,Hill,Far-Western,Depression,62,Seti,Hill,Far-Western
2069/70,2012/13,Doti,Seti,Hill,Far-Western,Epilesy,14,Seti,Hill,Far-Western
2069/70,2012/13,Doti,Seti,Hill,Far-Western,Mental retardation,11,Seti,Hill,Far-Western
2069/70,2012/13,Doti,Seti,Hill,Far-Western,Psychosis,15,Seti,Hill,Far-Western
2069/70,2012/13,Doti,Seti,Hill,Far-Western,Alcoholism,142,Seti,Hill,Far-Western
2070/71,2013/14,Doti,Seti,Hill,Far-Western,Anxiety (Neurosis,100,Seti,Hill,Far-Western
2070/71,2013/14,Doti,Seti,Hill,Far-Western,"Conversive disorder
(Hysteria)",24,Seti,Hill,Far-Western
2070/71,2013/14,Doti,Seti,Hill,Far-Western,Depression,75,Seti,Hill,Far-Western
2070/71,2013/14,Doti,Seti,Hill,Far-Western,Epilesy,42,Seti,Hill,Far-Western
2070/71,2013/14,Doti,Seti,Hill,Far-Western,Mental retardation,0,Seti,Hill,Far-Western
2070/71,2013/14,Doti,Seti,Hill,Far-Western,Psychosis,4,Seti,Hill,Far-Western
2066/67,2009/10,Gorkha,Gandaki,Hill,Western,Alcoholism,119,Gandaki,Hill,Western
2066/67,2009/10,Gorkha,Gandaki,Hill,Western,Anxiety (Neurosis,433,Gandaki,Hill,Western
2066/67,2009/10,Gorkha,Gandaki,Hill,Western,"Conversive disorder
(Hysteria)",88,Gandaki,Hill,Western
2066/67,2009/10,Gorkha,Gandaki,Hill,Western,Depression,2568,Gandaki,Hill,Western
2066/67,2009/10,Gorkha,Gandaki,Hill,Western,Epilesy,371,Gandaki,Hill,Western
2066/67,2009/10,Gorkha,Gandaki,Hill,Western,Mental retardation,31,Gandaki,Hill,Western
2066/67,2009/10,Gorkha,Gandaki,Hill,Western,Psychosis,8,Gandaki,Hill,Western
2067/68,2010/11,Gorkha,Gandaki,Hill,Western,Alcoholism,40,Gandaki,Hill,Western
2067/68,2010/11,Gorkha,Gandaki,Hill,Western,Anxiety (Neurosis,627,Gandaki,Hill,Western
2067/68,2010/11,Gorkha,Gandaki,Hill,Western,"Conversive disorder
(Hysteria)",104,Gandaki,Hill,Western
2067/68,2010/11,Gorkha,Gandaki,Hill,Western,Depression,2816,Gandaki,Hill,Western
2067/68,2010/11,Gorkha,Gandaki,Hill,Western,Epilesy,475,Gandaki,Hill,Western
2067/68,2010/11,Gorkha,Gandaki,Hill,Western,Mental retardation,15,Gandaki,Hill,Western
2067/68,2010/11,Gorkha,Gandaki,Hill,Western,Psychosis,25,Gandaki,Hill,Western
2068/69,2011/12,Gorkha,Gandaki,Hill,Western,Alcoholism,33,Gandaki,Hill,Western
2068/69,2011/12,Gorkha,Gandaki,Hill,Western,Anxiety (Neurosis,544,Gandaki,Hill,Western
2068/69,2011/12,Gorkha,Gandaki,Hill,Western,"Conversive disorder
(Hysteria)",45,Gandaki,Hill,Western
2068/69,2011/12,Gorkha,Gandaki,Hill,Western,Depression,2843,Gandaki,Hill,Western
2068/69,2011/12,Gorkha,Gandaki,Hill,Western,Epilesy,359,Gandaki,Hill,Western
2068/69,2011/12,Gorkha,Gandaki,Hill,Western,Mental retardation,6,Gandaki,Hill,Western
2068/69,2011/12,Gorkha,Gandaki,Hill,Western,Psychosis,30,Gandaki,Hill,Western
2069/70,2012/13,Gorkha,Gandaki,Hill,Western,Alcoholism,31,Gandaki,Hill,Western
2069/70,2012/13,Gorkha,Gandaki,Hill,Western,Anxiety (Neurosis,478,Gandaki,Hill,Western
2069/70,2012/13,Gorkha,Gandaki,Hill,Western,"Conversive disorder
(Hysteria)",79,Gandaki,Hill,Western
2069/70,2012/13,Gorkha,Gandaki,Hill,Western,Depression,1462,Gandaki,Hill,Western
2069/70,2012/13,Gorkha,Gandaki,Hill,Western,Epilesy,479,Gandaki,Hill,Western
2069/70,2012/13,Gorkha,Gandaki,Hill,Western,Mental retardation,17,Gandaki,Hill,Western
2069/70,2012/13,Gorkha,Gandaki,Hill,Western,Psychosis,60,Gandaki,Hill,Western
2069/70,2012/13,Gorkha,Gandaki,Hill,Western,Alcoholism,79,Gandaki,Hill,Western
2070/71,2013/14,Gorkha,Gandaki,Hill,Western,Anxiety (Neurosis,342,Gandaki,Hill,Western
2070/71,2013/14,Gorkha,Gandaki,Hill,Western,"Conversive disorder
(Hysteria)",84,Gandaki,Hill,Western
2070/71,2013/14,Gorkha,Gandaki,Hill,Western,Depression,1088,Gandaki,Hill,Western
2070/71,2013/14,Gorkha,Gandaki,Hill,Western,Epilesy,335,Gandaki,Hill,Western
2070/71,2013/14,Gorkha,Gandaki,Hill,Western,Mental retardation,6,Gandaki,Hill,Western
2070/71,2013/14,Gorkha,Gandaki,Hill,Western,Psychosis,38,Gandaki,Hill,Western
2066/67,2009/10,Gulmi,Lumbini,Hill,Western,Alcoholism,92,Lumbini,Hill,Western
2066/67,2009/10,Gulmi,Lumbini,Hill,Western,Anxiety (Neurosis,1102,Lumbini,Hill,Western
2066/67,2009/10,Gulmi,Lumbini,Hill,Western,"Conversive disorder
(Hysteria)",62,Lumbini,Hill,Western
2066/67,2009/10,Gulmi,Lumbini,Hill,Western,Depression,630,Lumbini,Hill,Western
2066/67,2009/10,Gulmi,Lumbini,Hill,Western,Epilesy,95,Lumbini,Hill,Western
2066/67,2009/10,Gulmi,Lumbini,Hill,Western,Mental retardation,39,Lumbini,Hill,Western
2066/67,2009/10,Gulmi,Lumbini,Hill,Western,Psychosis,134,Lumbini,Hill,Western
2067/68,2010/11,Gulmi,Lumbini,Hill,Western,Alcoholism,96,Lumbini,Hill,Western
2067/68,2010/11,Gulmi,Lumbini,Hill,Western,Anxiety (Neurosis,898,Lumbini,Hill,Western
2067/68,2010/11,Gulmi,Lumbini,Hill,Western,"Conversive disorder
(Hysteria)",95,Lumbini,Hill,Western
2067/68,2010/11,Gulmi,Lumbini,Hill,Western,Depression,735,Lumbini,Hill,Western
2067/68,2010/11,Gulmi,Lumbini,Hill,Western,Epilesy,115,Lumbini,Hill,Western
2067/68,2010/11,Gulmi,Lumbini,Hill,Western,Mental retardation,60,Lumbini,Hill,Western
2067/68,2010/11,Gulmi,Lumbini,Hill,Western,Psychosis,550,Lumbini,Hill,Western
2068/69,2011/12,Gulmi,Lumbini,Hill,Western,Alcoholism,60,Lumbini,Hill,Western
2068/69,2011/12,Gulmi,Lumbini,Hill,Western,Anxiety (Neurosis,863,Lumbini,Hill,Western
2068/69,2011/12,Gulmi,Lumbini,Hill,Western,"Conversive disorder
(Hysteria)",81,Lumbini,Hill,Western
2068/69,2011/12,Gulmi,Lumbini,Hill,Western,Depression,735,Lumbini,Hill,Western
2068/69,2011/12,Gulmi,Lumbini,Hill,Western,Epilesy,85,Lumbini,Hill,Western
2068/69,2011/12,Gulmi,Lumbini,Hill,Western,Mental retardation,53,Lumbini,Hill,Western
2068/69,2011/12,Gulmi,Lumbini,Hill,Western,Psychosis,110,Lumbini,Hill,Western
2069/70,2012/13,Gulmi,Lumbini,Hill,Western,Alcoholism,19,Lumbini,Hill,Western
2069/70,2012/13,Gulmi,Lumbini,Hill,Western,Anxiety (Neurosis,343,Lumbini,Hill,Western
2069/70,2012/13,Gulmi,Lumbini,Hill,Western,"Conversive disorder
(Hysteria)",89,Lumbini,Hill,Western
2069/70,2012/13,Gulmi,Lumbini,Hill,Western,Depression,287,Lumbini,Hill,Western
2069/70,2012/13,Gulmi,Lumbini,Hill,Western,Epilesy,25,Lumbini,Hill,Western
2069/70,2012/13,Gulmi,Lumbini,Hill,Western,Mental retardation,12,Lumbini,Hill,Western
2069/70,2012/13,Gulmi,Lumbini,Hill,Western,Psychosis,18,Lumbini,Hill,Western
2069/70,2012/13,Gulmi,Lumbini,Hill,Western,Alcoholism,8,Lumbini,Hill,Western
2070/71,2013/14,Gulmi,Lumbini,Hill,Western,Anxiety (Neurosis,149,Lumbini,Hill,Western
2070/71,2013/14,Gulmi,Lumbini,Hill,Western,"Conversive disorder
(Hysteria)",19,Lumbini,Hill,Western
2070/71,2013/14,Gulmi,Lumbini,Hill,Western,Depression,539,Lumbini,Hill,Western
2070/71,2013/14,Gulmi,Lumbini,Hill,Western,Epilesy,31,Lumbini,Hill,Western
2070/71,2013/14,Gulmi,Lumbini,Hill,Western,Mental retardation,0,Lumbini,Hill,Western
2070/71,2013/14,Gulmi,Lumbini,Hill,Western,Psychosis,28,Lumbini,Hill,Western
2066/67,2009/10,Humla,Karnali,Mountain,Mid-Western,Alcoholism,107,Karnali,Mountain,Mid-Western
2066/67,2009/10,Humla,Karnali,Mountain,Mid-Western,Anxiety (Neurosis,44,Karnali,Mountain,Mid-Western
2066/67,2009/10,Humla,Karnali,Mountain,Mid-Western,"Conversive disorder
(Hysteria)",19,Karnali,Mountain,Mid-Western
2066/67,2009/10,Humla,Karnali,Mountain,Mid-Western,Depression,26,Karnali,Mountain,Mid-Western
2066/67,2009/10,Humla,Karnali,Mountain,Mid-Western,Epilesy,43,Karnali,Mountain,Mid-Western
2066/67,2009/10,Humla,Karnali,Mountain,Mid-Western,Mental retardation,1,Karnali,Mountain,Mid-Western
2066/67,2009/10,Humla,Karnali,Mountain,Mid-Western,Psychosis,63,Karnali,Mountain,Mid-Western
2067/68,2010/11,Humla,Karnali,Mountain,Mid-Western,Alcoholism,34,Karnali,Mountain,Mid-Western
2067/68,2010/11,Humla,Karnali,Mountain,Mid-Western,Anxiety (Neurosis,9,Karnali,Mountain,Mid-Western
2067/68,2010/11,Humla,Karnali,Mountain,Mid-Western,"Conversive disorder
(Hysteria)",5,Karnali,Mountain,Mid-Western
2067/68,2010/11,Humla,Karnali,Mountain,Mid-Western,Depression,8,Karnali,Mountain,Mid-Western
2067/68,2010/11,Humla,Karnali,Mountain,Mid-Western,Epilesy,9,Karnali,Mountain,Mid-Western
2067/68,2010/11,Humla,Karnali,Mountain,Mid-Western,Mental retardation,0,Karnali,Mountain,Mid-Western
2067/68,2010/11,Humla,Karnali,Mountain,Mid-Western,Psychosis,1,Karnali,Mountain,Mid-Western
2068/69,2011/12,Humla,Karnali,Mountain,Mid-Western,Alcoholism,19,Karnali,Mountain,Mid-Western
