Year BS,Year AD,District,zone,belt,region,Age group,Contraceptive,Number of people,Zone,Belt,Region
2066/67,2009/10,Dadeldhura,Mahakali,Hill,Far-Western,>20 years,Depo,1510,Mahakali,Hill,Far-Western
2066/67,2009/10,Dadeldhura,Mahakali,Hill,Far-Western,<20 Years,IUD,0,Mahakali,Hill,Far-Western
2066/67,2009/10,Dadeldhura,Mahakali,Hill,Far-Western,>20 years,IUD,38,Mahakali,Hill,Far-Western
2066/67,2009/10,Dadeldhura,Mahakali,Hill,Far-Western,<20 Years,Implant,0,Mahakali,Hill,Far-Western
2066/67,2009/10,Dadeldhura,Mahakali,Hill,Far-Western,>20 years,Implant,19,Mahakali,Hill,Far-Western
2066/67,2009/10,Darchaula,Mahakali,Mountain,Far-Western,,Condom,687,Mahakali,Mountain,Far-Western
2066/67,2009/10,Darchaula,Mahakali,Mountain,Far-Western,<20 Years,Pills,14,Mahakali,Mountain,Far-Western
2066/67,2009/10,Darchaula,Mahakali,Mountain,Far-Western,>20 years,Pills,689,Mahakali,Mountain,Far-Western
2066/67,2009/10,Darchaula,Mahakali,Mountain,Far-Western,<20 Years,Depo,31,Mahakali,Mountain,Far-Western
2066/67,2009/10,Darchaula,Mahakali,Mountain,Far-Western,>20 years,Depo,1176,Mahakali,Mountain,Far-Western
2066/67,2009/10,Darchaula,Mahakali,Mountain,Far-Western,<20 Years,IUD,0,Mahakali,Mountain,Far-Western
2066/67,2009/10,Darchaula,Mahakali,Mountain,Far-Western,>20 years,IUD,17,Mahakali,Mountain,Far-Western
2066/67,2009/10,Darchaula,Mahakali,Mountain,Far-Western,<20 Years,Implant,0,Mahakali,Mountain,Far-Western
2066/67,2009/10,Darchaula,Mahakali,Mountain,Far-Western,>20 years,Implant,55,Mahakali,Mountain,Far-Western
2066/67,2009/10,Doti,Seti,Hill,Far-Western,,Condom,2251,Seti,Hill,Far-Western
2066/67,2009/10,Doti,Seti,Hill,Far-Western,<20 Years,Pills,51,Seti,Hill,Far-Western
2066/67,2009/10,Doti,Seti,Hill,Far-Western,>20 years,Pills,1023,Seti,Hill,Far-Western
2066/67,2009/10,Doti,Seti,Hill,Far-Western,<20 Years,Depo,59,Seti,Hill,Far-Western
2066/67,2009/10,Doti,Seti,Hill,Far-Western,>20 years,Depo,1817,Seti,Hill,Far-Western
2066/67,2009/10,Doti,Seti,Hill,Far-Western,<20 Years,IUD,4,Seti,Hill,Far-Western
2066/67,2009/10,Doti,Seti,Hill,Far-Western,>20 years,IUD,62,Seti,Hill,Far-Western
2066/67,2009/10,Doti,Seti,Hill,Far-Western,<20 Years,Implant,3,Seti,Hill,Far-Western
2066/67,2009/10,Doti,Seti,Hill,Far-Western,>20 years,Implant,86,Seti,Hill,Far-Western
2066/67,2009/10,Kailali,Seti,Terai,Far-Western,,Condom,7521,Seti,Terai,Far-Western
2066/67,2009/10,Kailali,Seti,Terai,Far-Western,<20 Years,Pills,125,Seti,Terai,Far-Western
2066/67,2009/10,Kailali,Seti,Terai,Far-Western,>20 years,Pills,2562,Seti,Terai,Far-Western
2066/67,2009/10,Kailali,Seti,Terai,Far-Western,<20 Years,Depo,328,Seti,Terai,Far-Western
2066/67,2009/10,Kailali,Seti,Terai,Far-Western,>20 years,Depo,6387,Seti,Terai,Far-Western
2066/67,2009/10,Kailali,Seti,Terai,Far-Western,<20 Years,IUD,1,Seti,Terai,Far-Western
2066/67,2009/10,Kailali,Seti,Terai,Far-Western,>20 years,IUD,525,Seti,Terai,Far-Western
2066/67,2009/10,Kailali,Seti,Terai,Far-Western,<20 Years,Implant,6,Seti,Terai,Far-Western
2066/67,2009/10,Kailali,Seti,Terai,Far-Western,>20 years,Implant,1196,Seti,Terai,Far-Western
2066/67,2009/10,Kanchanpur,Mahakali,Terai,Far-Western,,Condom,4278,Mahakali,Terai,Far-Western
2066/67,2009/10,Kanchanpur,Mahakali,Terai,Far-Western,<20 Years,Pills,47,Mahakali,Terai,Far-Western
2066/67,2009/10,Kanchanpur,Mahakali,Terai,Far-Western,>20 years,Pills,1120,Mahakali,Terai,Far-Western
2066/67,2009/10,Kanchanpur,Mahakali,Terai,Far-Western,<20 Years,Depo,147,Mahakali,Terai,Far-Western
2066/67,2009/10,Kanchanpur,Mahakali,Terai,Far-Western,>20 years,Depo,3445,Mahakali,Terai,Far-Western
2066/67,2009/10,Kanchanpur,Mahakali,Terai,Far-Western,<20 Years,IUD,2,Mahakali,Terai,Far-Western
2066/67,2009/10,Kanchanpur,Mahakali,Terai,Far-Western,>20 years,IUD,121,Mahakali,Terai,Far-Western
2066/67,2009/10,Kanchanpur,Mahakali,Terai,Far-Western,<20 Years,Implant,4,Mahakali,Terai,Far-Western
2066/67,2009/10,Kanchanpur,Mahakali,Terai,Far-Western,>20 years,Implant,382,Mahakali,Terai,Far-Western
2067/68,2010/11,Taplejung,Mechi,Mountain,Eastern,,Condom,750,Mechi,Mountain,Eastern
2067/68,2010/11,Taplejung,Mechi,Mountain,Eastern,<20 Years,Pills,65,Mechi,Mountain,Eastern
2067/68,2010/11,Taplejung,Mechi,Mountain,Eastern,>20 years,Pills,571,Mechi,Mountain,Eastern
2067/68,2010/11,Taplejung,Mechi,Mountain,Eastern,<20 Years,Depo,121,Mechi,Mountain,Eastern
2067/68,2010/11,Taplejung,Mechi,Mountain,Eastern,>20 years,Depo,1492,Mechi,Mountain,Eastern
2067/68,2010/11,Taplejung,Mechi,Mountain,Eastern,<20 Years,IUD,2,Mechi,Mountain,Eastern
2067/68,2010/11,Taplejung,Mechi,Mountain,Eastern,>20 years,IUD,313,Mechi,Mountain,Eastern
2067/68,2010/11,Taplejung,Mechi,Mountain,Eastern,<20 Years,Implant,0,Mechi,Mountain,Eastern
2067/68,2010/11,Taplejung,Mechi,Mountain,Eastern,>20 years,Implant,14,Mechi,Mountain,Eastern
2067/68,2010/11,Panchthar,Mechi,Hill,Eastern,,Condom,1109,Mechi,Hill,Eastern
2067/68,2010/11,Panchthar,Mechi,Hill,Eastern,<20 Years,Pills,54,Mechi,Hill,Eastern
2067/68,2010/11,Panchthar,Mechi,Hill,Eastern,>20 years,Pills,855,Mechi,Hill,Eastern
2067/68,2010/11,Panchthar,Mechi,Hill,Eastern,<20 Years,Depo,129,Mechi,Hill,Eastern
2067/68,2010/11,Panchthar,Mechi,Hill,Eastern,>20 years,Depo,2089,Mechi,Hill,Eastern
2067/68,2010/11,Panchthar,Mechi,Hill,Eastern,<20 Years,IUD,0,Mechi,Hill,Eastern
2067/68,2010/11,Panchthar,Mechi,Hill,Eastern,>20 years,IUD,120,Mechi,Hill,Eastern
2067/68,2010/11,Panchthar,Mechi,Hill,Eastern,<20 Years,Implant,1,Mechi,Hill,Eastern
2067/68,2010/11,Panchthar,Mechi,Hill,Eastern,>20 years,Implant,172,Mechi,Hill,Eastern
2067/68,2010/11,Ilam,Mechi,Hill,Eastern,,Condom,1868,Mechi,Hill,Eastern
2067/68,2010/11,Ilam,Mechi,Hill,Eastern,<20 Years,Pills,128,Mechi,Hill,Eastern
2067/68,2010/11,Ilam,Mechi,Hill,Eastern,>20 years,Pills,1664,Mechi,Hill,Eastern
2067/68,2010/11,Ilam,Mechi,Hill,Eastern,<20 Years,Depo,331,Mechi,Hill,Eastern
2067/68,2010/11,Ilam,Mechi,Hill,Eastern,>20 years,Depo,2866,Mechi,Hill,Eastern
2067/68,2010/11,Ilam,Mechi,Hill,Eastern,<20 Years,IUD,19,Mechi,Hill,Eastern
2067/68,2010/11,Ilam,Mechi,Hill,Eastern,>20 years,IUD,630,Mechi,Hill,Eastern
2067/68,2010/11,Ilam,Mechi,Hill,Eastern,<20 Years,Implant,0,Mechi,Hill,Eastern
2067/68,2010/11,Ilam,Mechi,Hill,Eastern,>20 years,Implant,118,Mechi,Hill,Eastern
2067/68,2010/11,Jhapa,Mechi,Terai,Eastern,,Condom,3062,Mechi,Terai,Eastern
2067/68,2010/11,Jhapa,Mechi,Terai,Eastern,<20 Years,Pills,213,Mechi,Terai,Eastern
2067/68,2010/11,Jhapa,Mechi,Terai,Eastern,>20 years,Pills,4880,Mechi,Terai,Eastern
2067/68,2010/11,Jhapa,Mechi,Terai,Eastern,<20 Years,Depo,618,Mechi,Terai,Eastern
2067/68,2010/11,Jhapa,Mechi,Terai,Eastern,>20 years,Depo,7650,Mechi,Terai,Eastern
2067/68,2010/11,Jhapa,Mechi,Terai,Eastern,<20 Years,IUD,19,Mechi,Terai,Eastern
2067/68,2010/11,Jhapa,Mechi,Terai,Eastern,>20 years,IUD,1739,Mechi,Terai,Eastern
2067/68,2010/11,Jhapa,Mechi,Terai,Eastern,<20 Years,Implant,11,Mechi,Terai,Eastern
2067/68,2010/11,Jhapa,Mechi,Terai,Eastern,>20 years,Implant,634,Mechi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,,Condom,3800,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,<20 Years,Pills,191,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,>20 years,Pills,2575,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,<20 Years,Depo,447,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,>20 years,Depo,7366,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,<20 Years,IUD,4,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,>20 years,IUD,1193,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,<20 Years,Implant,18,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,>20 years,Implant,907,Kosi,Terai,Eastern
2067/68,2010/11,Sunsari,Kosi,Terai,Eastern,,Condom,3972,Kosi,Terai,Eastern
2067/68,2010/11,Sunsari,Kosi,Terai,Eastern,<20 Years,Pills,88,Kosi,Terai,Eastern
2067/68,2010/11,Sunsari,Kosi,Terai,Eastern,>20 years,Pills,1254,Kosi,Terai,Eastern
2067/68,2010/11,Sunsari,Kosi,Terai,Eastern,<20 Years,Depo,345,Kosi,Terai,Eastern
2067/68,2010/11,Sunsari,Kosi,Terai,Eastern,>20 years,Depo,4493,Kosi,Terai,Eastern
2067/68,2010/11,Sunsari,Kosi,Terai,Eastern,<20 Years,IUD,3,Kosi,Terai,Eastern
2067/68,2010/11,Sunsari,Kosi,Terai,Eastern,>20 years,IUD,237,Kosi,Terai,Eastern
2067/68,2010/11,Sunsari,Kosi,Terai,Eastern,<20 Years,Implant,14,Kosi,Terai,Eastern
2067/68,2010/11,Sunsari,Kosi,Terai,Eastern,>20 years,Implant,172,Kosi,Terai,Eastern
2067/68,2010/11,Dhankuta,Kosi,Hill,Eastern,,Condom,1354,Kosi,Hill,Eastern
2067/68,2010/11,Dhankuta,Kosi,Hill,Eastern,<20 Years,Pills,150,Kosi,Hill,Eastern
2067/68,2010/11,Dhankuta,Kosi,Hill,Eastern,>20 years,Pills,1462,Kosi,Hill,Eastern
2067/68,2010/11,Dhankuta,Kosi,Hill,Eastern,<20 Years,Depo,146,Kosi,Hill,Eastern
2067/68,2010/11,Dhankuta,Kosi,Hill,Eastern,>20 years,Depo,2419,Kosi,Hill,Eastern
2067/68,2010/11,Dhankuta,Kosi,Hill,Eastern,<20 Years,IUD,6,Kosi,Hill,Eastern
2067/68,2010/11,Dhankuta,Kosi,Hill,Eastern,>20 years,IUD,98,Kosi,Hill,Eastern
2067/68,2010/11,Dhankuta,Kosi,Hill,Eastern,<20 Years,Implant,5,Kosi,Hill,Eastern
2067/68,2010/11,Dhankuta,Kosi,Hill,Eastern,>20 years,Implant,186,Kosi,Hill,Eastern
2067/68,2010/11,Terhathum,Kosi,Hill,Eastern,,Condom,991,Kosi,Hill,Eastern
2067/68,2010/11,Terhathum,Kosi,Hill,Eastern,<20 Years,Pills,24,Kosi,Hill,Eastern
2067/68,2010/11,Terhathum,Kosi,Hill,Eastern,>20 years,Pills,471,Kosi,Hill,Eastern
2067/68,2010/11,Terhathum,Kosi,Hill,Eastern,<20 Years,Depo,68,Kosi,Hill,Eastern
2067/68,2010/11,Terhathum,Kosi,Hill,Eastern,>20 years,Depo,1200,Kosi,Hill,Eastern
2067/68,2010/11,Terhathum,Kosi,Hill,Eastern,<20 Years,IUD,2,Kosi,Hill,Eastern
2067/68,2010/11,Terhathum,Kosi,Hill,Eastern,>20 years,IUD,58,Kosi,Hill,Eastern
2067/68,2010/11,Terhathum,Kosi,Hill,Eastern,<20 Years,Implant,0,Kosi,Hill,Eastern
2067/68,2010/11,Terhathum,Kosi,Hill,Eastern,>20 years,Implant,101,Kosi,Hill,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,,Condom,1200,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,<20 Years,Pills,29,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,>20 years,Pills,709,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,<20 Years,Depo,153,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,>20 years,Depo,2223,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,<20 Years,IUD,1,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,>20 years,IUD,203,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,<20 Years,Implant,12,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,>20 years,Implant,263,Kosi,Mountain,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,,Condom,1329,Kosi,Hill,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,<20 Years,Pills,52,Kosi,Hill,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,>20 years,Pills,531,Kosi,Hill,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,<20 Years,Depo,91,Kosi,Hill,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,>20 years,Depo,1450,Kosi,Hill,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,<20 Years,IUD,2,Kosi,Hill,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,>20 years,IUD,94,Kosi,Hill,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,<20 Years,Implant,0,Kosi,Hill,Eastern
2067/68,2010/11,Bhojpur,Kosi,Hill,Eastern,>20 years,Implant,213,Kosi,Hill,Eastern
2067/68,2010/11,Solukhumbu,Sagarmatha,Mountain,Eastern,,Condom,926,Sagarmatha,Mountain,Eastern
2067/68,2010/11,Solukhumbu,Sagarmatha,Mountain,Eastern,<20 Years,Pills,64,Sagarmatha,Mountain,Eastern
2067/68,2010/11,Solukhumbu,Sagarmatha,Mountain,Eastern,>20 years,Pills,919,Sagarmatha,Mountain,Eastern
2067/68,2010/11,Solukhumbu,Sagarmatha,Mountain,Eastern,<20 Years,Depo,304,Sagarmatha,Mountain,Eastern
2067/68,2010/11,Solukhumbu,Sagarmatha,Mountain,Eastern,>20 years,Depo,3231,Sagarmatha,Mountain,Eastern
2067/68,2010/11,Solukhumbu,Sagarmatha,Mountain,Eastern,<20 Years,IUD,0,Sagarmatha,Mountain,Eastern
2067/68,2010/11,Solukhumbu,Sagarmatha,Mountain,Eastern,>20 years,IUD,23,Sagarmatha,Mountain,Eastern
2067/68,2010/11,Solukhumbu,Sagarmatha,Mountain,Eastern,<20 Years,Implant,1,Sagarmatha,Mountain,Eastern
2067/68,2010/11,Solukhumbu,Sagarmatha,Mountain,Eastern,>20 years,Implant,109,Sagarmatha,Mountain,Eastern
2067/68,2010/11,Okhaldhunga,Sagarmatha,Hill,Eastern,,Condom,332,Sagarmatha,Hill,Eastern
2067/68,2010/11,Okhaldhunga,Sagarmatha,Hill,Eastern,<20 Years,Pills,78,Sagarmatha,Hill,Eastern
2067/68,2010/11,Okhaldhunga,Sagarmatha,Hill,Eastern,>20 years,Pills,949,Sagarmatha,Hill,Eastern
2067/68,2010/11,Okhaldhunga,Sagarmatha,Hill,Eastern,<20 Years,Depo,226,Sagarmatha,Hill,Eastern
2067/68,2010/11,Okhaldhunga,Sagarmatha,Hill,Eastern,>20 years,Depo,2135,Sagarmatha,Hill,Eastern
2067/68,2010/11,Okhaldhunga,Sagarmatha,Hill,Eastern,<20 Years,IUD,0,Sagarmatha,Hill,Eastern
2067/68,2010/11,Okhaldhunga,Sagarmatha,Hill,Eastern,>20 years,IUD,45,Sagarmatha,Hill,Eastern
2067/68,2010/11,Okhaldhunga,Sagarmatha,Hill,Eastern,<20 Years,Implant,5,Sagarmatha,Hill,Eastern
2067/68,2010/11,Okhaldhunga,Sagarmatha,Hill,Eastern,>20 years,Implant,87,Sagarmatha,Hill,Eastern
2067/68,2010/11,Khotang,Sagarmatha,Hill,Eastern,,Condom,684,Sagarmatha,Hill,Eastern
2067/68,2010/11,Khotang,Sagarmatha,Hill,Eastern,<20 Years,Pills,142,Sagarmatha,Hill,Eastern
2067/68,2010/11,Khotang,Sagarmatha,Hill,Eastern,>20 years,Pills,1011,Sagarmatha,Hill,Eastern
2067/68,2010/11,Khotang,Sagarmatha,Hill,Eastern,<20 Years,Depo,156,Sagarmatha,Hill,Eastern
2067/68,2010/11,Khotang,Sagarmatha,Hill,Eastern,>20 years,Depo,2204,Sagarmatha,Hill,Eastern
2067/68,2010/11,Khotang,Sagarmatha,Hill,Eastern,<20 Years,IUD,0,Sagarmatha,Hill,Eastern
2067/68,2010/11,Khotang,Sagarmatha,Hill,Eastern,>20 years,IUD,22,Sagarmatha,Hill,Eastern
2067/68,2010/11,Khotang,Sagarmatha,Hill,Eastern,<20 Years,Implant,0,Sagarmatha,Hill,Eastern
2067/68,2010/11,Khotang,Sagarmatha,Hill,Eastern,>20 years,Implant,14,Sagarmatha,Hill,Eastern
2067/68,2010/11,Udayapur,Sagarmatha,Hill,Eastern,,Condom,948,Sagarmatha,Hill,Eastern
2067/68,2010/11,Udayapur,Sagarmatha,Hill,Eastern,<20 Years,Pills,157,Sagarmatha,Hill,Eastern
2067/68,2010/11,Udayapur,Sagarmatha,Hill,Eastern,>20 years,Pills,1087,Sagarmatha,Hill,Eastern
2067/68,2010/11,Udayapur,Sagarmatha,Hill,Eastern,<20 Years,Depo,222,Sagarmatha,Hill,Eastern
2067/68,2010/11,Udayapur,Sagarmatha,Hill,Eastern,>20 years,Depo,2628,Sagarmatha,Hill,Eastern
2067/68,2010/11,Udayapur,Sagarmatha,Hill,Eastern,<20 Years,IUD,15,Sagarmatha,Hill,Eastern
2067/68,2010/11,Udayapur,Sagarmatha,Hill,Eastern,>20 years,IUD,166,Sagarmatha,Hill,Eastern
2067/68,2010/11,Udayapur,Sagarmatha,Hill,Eastern,<20 Years,Implant,1,Sagarmatha,Hill,Eastern
2067/68,2010/11,Udayapur,Sagarmatha,Hill,Eastern,>20 years,Implant,222,Sagarmatha,Hill,Eastern
2067/68,2010/11,Saptari,Sagarmatha,Terai,Eastern,,Condom,3809,Sagarmatha,Terai,Eastern
2067/68,2010/11,Saptari,Sagarmatha,Terai,Eastern,<20 Years,Pills,86,Sagarmatha,Terai,Eastern
2067/68,2010/11,Saptari,Sagarmatha,Terai,Eastern,>20 years,Pills,2440,Sagarmatha,Terai,Eastern
2067/68,2010/11,Saptari,Sagarmatha,Terai,Eastern,<20 Years,Depo,244,Sagarmatha,Terai,Eastern
2067/68,2010/11,Saptari,Sagarmatha,Terai,Eastern,>20 years,Depo,4947,Sagarmatha,Terai,Eastern
2067/68,2010/11,Saptari,Sagarmatha,Terai,Eastern,<20 Years,IUD,2,Sagarmatha,Terai,Eastern
2067/68,2010/11,Saptari,Sagarmatha,Terai,Eastern,>20 years,IUD,165,Sagarmatha,Terai,Eastern
2067/68,2010/11,Saptari,Sagarmatha,Terai,Eastern,<20 Years,Implant,0,Sagarmatha,Terai,Eastern
2067/68,2010/11,Saptari,Sagarmatha,Terai,Eastern,>20 years,Implant,132,Sagarmatha,Terai,Eastern
2067/68,2010/11,Siraha,Sagarmatha,Terai,Eastern,,Condom,4173,Sagarmatha,Terai,Eastern
2067/68,2010/11,Siraha,Sagarmatha,Terai,Eastern,<20 Years,Pills,385,Sagarmatha,Terai,Eastern
2067/68,2010/11,Siraha,Sagarmatha,Terai,Eastern,>20 years,Pills,2294,Sagarmatha,Terai,Eastern
2067/68,2010/11,Siraha,Sagarmatha,Terai,Eastern,<20 Years,Depo,89,Sagarmatha,Terai,Eastern
2067/68,2010/11,Siraha,Sagarmatha,Terai,Eastern,>20 years,Depo,5147,Sagarmatha,Terai,Eastern
2067/68,2010/11,Siraha,Sagarmatha,Terai,Eastern,<20 Years,IUD,11,Sagarmatha,Terai,Eastern
2067/68,2010/11,Siraha,Sagarmatha,Terai,Eastern,>20 years,IUD,179,Sagarmatha,Terai,Eastern
2067/68,2010/11,Siraha,Sagarmatha,Terai,Eastern,<20 Years,Implant,5,Sagarmatha,Terai,Eastern
2067/68,2010/11,Siraha,Sagarmatha,Terai,Eastern,>20 years,Implant,400,Sagarmatha,Terai,Eastern
2067/68,2010/11,Dhanusa,Janakpur,Terai,Central,,Condom,4012,Janakpur,Terai,Central
2067/68,2010/11,Dhanusa,Janakpur,Terai,Central,<20 Years,Pills,241,Janakpur,Terai,Central
2067/68,2010/11,Dhanusa,Janakpur,Terai,Central,>20 years,Pills,1966,Janakpur,Terai,Central
2067/68,2010/11,Dhanusa,Janakpur,Terai,Central,<20 Years,Depo,343,Janakpur,Terai,Central
2067/68,2010/11,Dhanusa,Janakpur,Terai,Central,>20 years,Depo,5700,Janakpur,Terai,Central
2067/68,2010/11,Dhanusa,Janakpur,Terai,Central,<20 Years,IUD,25,Janakpur,Terai,Central
2067/68,2010/11,Dhanusa,Janakpur,Terai,Central,>20 years,IUD,286,Janakpur,Terai,Central
2067/68,2010/11,Dhanusa,Janakpur,Terai,Central,<20 Years,Implant,18,Janakpur,Terai,Central
2067/68,2010/11,Dhanusa,Janakpur,Terai,Central,>20 years,Implant,205,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,,Condom,3487,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,<20 Years,Pills,116,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,>20 years,Pills,1759,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,<20 Years,Depo,240,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,>20 years,Depo,3509,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,<20 Years,IUD,5,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,>20 years,IUD,82,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,<20 Years,Implant,1,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,>20 years,Implant,207,Janakpur,Terai,Central
2067/68,2010/11,Sarlahi,Janakpur,Terai,Central,,Condom,2324,Janakpur,Terai,Central
2067/68,2010/11,Sarlahi,Janakpur,Terai,Central,<20 Years,Pills,206,Janakpur,Terai,Central
2067/68,2010/11,Sarlahi,Janakpur,Terai,Central,>20 years,Pills,2353,Janakpur,Terai,Central
2067/68,2010/11,Sarlahi,Janakpur,Terai,Central,<20 Years,Depo,366,Janakpur,Terai,Central
2067/68,2010/11,Sarlahi,Janakpur,Terai,Central,>20 years,Depo,3984,Janakpur,Terai,Central
2067/68,2010/11,Sarlahi,Janakpur,Terai,Central,<20 Years,IUD,5,Janakpur,Terai,Central
2067/68,2010/11,Sarlahi,Janakpur,Terai,Central,>20 years,IUD,697,Janakpur,Terai,Central
2067/68,2010/11,Sarlahi,Janakpur,Terai,Central,<20 Years,Implant,4,Janakpur,Terai,Central
2067/68,2010/11,Sarlahi,Janakpur,Terai,Central,>20 years,Implant,544,Janakpur,Terai,Central
2067/68,2010/11,Sindhuli,Janakpur,Hill,Central,,Condom,1479,Janakpur,Hill,Central
2067/68,2010/11,Sindhuli,Janakpur,Hill,Central,<20 Years,Pills,103,Janakpur,Hill,Central
2067/68,2010/11,Sindhuli,Janakpur,Hill,Central,>20 years,Pills,1353,Janakpur,Hill,Central
2067/68,2010/11,Sindhuli,Janakpur,Hill,Central,<20 Years,Depo,162,Janakpur,Hill,Central
2067/68,2010/11,Sindhuli,Janakpur,Hill,Central,>20 years,Depo,2042,Janakpur,Hill,Central
2067/68,2010/11,Sindhuli,Janakpur,Hill,Central,<20 Years,IUD,15,Janakpur,Hill,Central
2067/68,2010/11,Sindhuli,Janakpur,Hill,Central,>20 years,IUD,145,Janakpur,Hill,Central
2067/68,2010/11,Sindhuli,Janakpur,Hill,Central,<20 Years,Implant,14,Janakpur,Hill,Central
2067/68,2010/11,Sindhuli,Janakpur,Hill,Central,>20 years,Implant,356,Janakpur,Hill,Central
2067/68,2010/11,Ramechhap,Janakpur,Hill,Central,,Condom,886,Janakpur,Hill,Central
2067/68,2010/11,Ramechhap,Janakpur,Hill,Central,<20 Years,Pills,20,Janakpur,Hill,Central
2067/68,2010/11,Ramechhap,Janakpur,Hill,Central,>20 years,Pills,365,Janakpur,Hill,Central
2067/68,2010/11,Ramechhap,Janakpur,Hill,Central,<20 Years,Depo,100,Janakpur,Hill,Central
2067/68,2010/11,Ramechhap,Janakpur,Hill,Central,>20 years,Depo,1675,Janakpur,Hill,Central
2067/68,2010/11,Ramechhap,Janakpur,Hill,Central,<20 Years,IUD,0,Janakpur,Hill,Central
2067/68,2010/11,Ramechhap,Janakpur,Hill,Central,>20 years,IUD,124,Janakpur,Hill,Central
2067/68,2010/11,Ramechhap,Janakpur,Hill,Central,<20 Years,Implant,5,Janakpur,Hill,Central
2067/68,2010/11,Ramechhap,Janakpur,Hill,Central,>20 years,Implant,281,Janakpur,Hill,Central
2067/68,2010/11,Dolakha,Janakpur,Mountain,Central,,Condom,766,Janakpur,Mountain,Central
2067/68,2010/11,Dolakha,Janakpur,Mountain,Central,<20 Years,Pills,122,Janakpur,Mountain,Central
2067/68,2010/11,Dolakha,Janakpur,Mountain,Central,>20 years,Pills,1431,Janakpur,Mountain,Central
2067/68,2010/11,Dolakha,Janakpur,Mountain,Central,<20 Years,Depo,262,Janakpur,Mountain,Central
2067/68,2010/11,Dolakha,Janakpur,Mountain,Central,>20 years,Depo,3796,Janakpur,Mountain,Central
2067/68,2010/11,Dolakha,Janakpur,Mountain,Central,<20 Years,IUD,9,Janakpur,Mountain,Central
2067/68,2010/11,Dolakha,Janakpur,Mountain,Central,>20 years,IUD,660,Janakpur,Mountain,Central
2067/68,2010/11,Dolakha,Janakpur,Mountain,Central,<20 Years,Implant,0,Janakpur,Mountain,Central
2067/68,2010/11,Dolakha,Janakpur,Mountain,Central,>20 years,Implant,144,Janakpur,Mountain,Central
2067/68,2010/11,Sindhupalchok,Bagmati,Mountain,Central,,Condom,957,Bagmati,Mountain,Central
2067/68,2010/11,Sindhupalchok,Bagmati,Mountain,Central,<20 Years,Pills,60,Bagmati,Mountain,Central
2067/68,2010/11,Sindhupalchok,Bagmati,Mountain,Central,>20 years,Pills,868,Bagmati,Mountain,Central
2067/68,2010/11,Sindhupalchok,Bagmati,Mountain,Central,<20 Years,Depo,186,Bagmati,Mountain,Central
