District,zone,belt,region,Year BS,Year AD,Method,Contraceptives,Gender,Number of user,Zone,Belt,Region
Doti,Seti,Hill,Far-Western,2066/67,2009/10,Temporary Methods,Condom,,2251,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2066/67,2009/10,Temporary Methods,Pills,,1074,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2066/67,2009/10,Temporary Methods,Depo,,1876,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2066/67,2009/10,Temporary Methods,IUD,,67,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2066/67,2009/10,Temporary Methods,Norplant,,244,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2066/67,2009/10,Permanent method,Sterilization,Male,3676,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2066/67,2009/10,Permanent method,Sterilization,Female,554,Seti,Hill,Far-Western
Kailali,Seti,Terai,Far-Western,2066/67,2009/10,Temporary Methods,Condom,,7521,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2066/67,2009/10,Temporary Methods,Pills,,6794,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2066/67,2009/10,Temporary Methods,Depo,,12428,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2066/67,2009/10,Temporary Methods,IUD,,1054,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2066/67,2009/10,Temporary Methods,Norplant,,2448,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2066/67,2009/10,Permanent method,Sterilization,Male,4525,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2066/67,2009/10,Permanent method,Sterilization,Female,39486,Seti,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2066/67,2009/10,Temporary Methods,Condom,,4278,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2066/67,2009/10,Temporary Methods,Pills,,3757,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2066/67,2009/10,Temporary Methods,Depo,,7484,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2066/67,2009/10,Temporary Methods,IUD,,592,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2066/67,2009/10,Temporary Methods,Norplant,,1212,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2066/67,2009/10,Permanent method,Sterilization,Male,4387,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2066/67,2009/10,Permanent method,Sterilization,Female,20330,Mahakali,Terai,Far-Western
Taplejung,Mechi,Mountain,Eastern,2067/68,2010/11,Temporary Methods,Condom,,12,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2067/68,2010/11,Temporary Methods,Pills,,738,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2067/68,2010/11,Temporary Methods,Depo,,1348,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2067/68,2010/11,Temporary Methods,IUD,,4011,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2067/68,2010/11,Temporary Methods,Norplant,,792,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2067/68,2010/11,Permanent method,Sterilization,Male,7018,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2067/68,2010/11,Permanent method,Sterilization,Female,1981,Mechi,Mountain,Eastern
Panchthar,Mechi,Hill,Eastern,2067/68,2010/11,Temporary Methods,Condom,,12,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2067/68,2010/11,Temporary Methods,Pills,,1703,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2067/68,2010/11,Temporary Methods,Depo,,2311,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2067/68,2010/11,Temporary Methods,IUD,,5299,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2067/68,2010/11,Temporary Methods,Norplant,,863,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2067/68,2010/11,Permanent method,Sterilization,Male,11260,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2067/68,2010/11,Permanent method,Sterilization,Female,1820,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2067/68,2010/11,Temporary Methods,Condom,,12,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2067/68,2010/11,Temporary Methods,Pills,,1804,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2067/68,2010/11,Temporary Methods,Depo,,6642,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2067/68,2010/11,Temporary Methods,IUD,,13064,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2067/68,2010/11,Temporary Methods,Norplant,,1879,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2067/68,2010/11,Permanent method,Sterilization,Male,24878,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2067/68,2010/11,Permanent method,Sterilization,Female,1891,Mechi,Hill,Eastern
Jhapa,Mechi,Terai,Eastern,2067/68,2010/11,Temporary Methods,Condom,,12,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2067/68,2010/11,Temporary Methods,Pills,,5262,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2067/68,2010/11,Temporary Methods,Depo,,6828,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2067/68,2010/11,Temporary Methods,IUD,,16261,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2067/68,2010/11,Temporary Methods,Norplant,,4087,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2067/68,2010/11,Permanent method,Sterilization,Male,37274,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2067/68,2010/11,Permanent method,Sterilization,Female,9042,Mechi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2067/68,2010/11,Temporary Methods,Condom,,12,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2067/68,2010/11,Temporary Methods,Pills,,4145,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2067/68,2010/11,Temporary Methods,Depo,,8509,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2067/68,2010/11,Temporary Methods,IUD,,18693,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2067/68,2010/11,Temporary Methods,Norplant,,7662,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2067/68,2010/11,Permanent method,Sterilization,Male,43329,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2067/68,2010/11,Permanent method,Sterilization,Female,5250,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2067/68,2010/11,Temporary Methods,Condom,,12,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2067/68,2010/11,Temporary Methods,Pills,,3757,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2067/68,2010/11,Temporary Methods,Depo,,5196,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2067/68,2010/11,Temporary Methods,IUD,,12624,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2067/68,2010/11,Temporary Methods,Norplant,,2388,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2067/68,2010/11,Permanent method,Sterilization,Male,26472,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2067/68,2010/11,Permanent method,Sterilization,Female,3218,Kosi,Terai,Eastern
Dhankuta,Kosi,Hill,Eastern,2067/68,2010/11,Temporary Methods,Condom,,12,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2067/68,2010/11,Temporary Methods,Pills,,1489,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2067/68,2010/11,Temporary Methods,Depo,,3574,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2067/68,2010/11,Temporary Methods,IUD,,5755,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2067/68,2010/11,Temporary Methods,Norplant,,661,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2067/68,2010/11,Permanent method,Sterilization,Male,12754,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2067/68,2010/11,Permanent method,Sterilization,Female,1933,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2067/68,2010/11,Temporary Methods,Condom,,12,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2067/68,2010/11,Temporary Methods,Pills,,1102,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2067/68,2010/11,Temporary Methods,Depo,,677,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2067/68,2010/11,Temporary Methods,IUD,,2092,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2067/68,2010/11,Temporary Methods,Norplant,,369,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2067/68,2010/11,Permanent method,Sterilization,Male,4735,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2067/68,2010/11,Permanent method,Sterilization,Female,1776,Kosi,Hill,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2067/68,2010/11,Temporary Methods,Condom,,12,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2067/68,2010/11,Temporary Methods,Pills,,1083,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2067/68,2010/11,Temporary Methods,Depo,,609,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2067/68,2010/11,Temporary Methods,IUD,,3238,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2067/68,2010/11,Temporary Methods,Norplant,,705,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2067/68,2010/11,Permanent method,Sterilization,Male,6709,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2067/68,2010/11,Permanent method,Sterilization,Female,2794,Kosi,Mountain,Eastern
Bhojpur,Kosi,Hill,Eastern,2067/68,2010/11,Temporary Methods,Condom,,12,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2067/68,2010/11,Temporary Methods,Pills,,1113,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2067/68,2010/11,Temporary Methods,Depo,,1561,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2067/68,2010/11,Temporary Methods,IUD,,4158,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2067/68,2010/11,Temporary Methods,Norplant,,309,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2067/68,2010/11,Permanent method,Sterilization,Male,7740,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2067/68,2010/11,Permanent method,Sterilization,Female,2664,Kosi,Hill,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2067/68,2010/11,Temporary Methods,Condom,,12,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2067/68,2010/11,Temporary Methods,Pills,,938,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2067/68,2010/11,Temporary Methods,Depo,,1240,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2067/68,2010/11,Temporary Methods,IUD,,5635,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2067/68,2010/11,Temporary Methods,Norplant,,99,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2067/68,2010/11,Permanent method,Sterilization,Male,8561,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2067/68,2010/11,Permanent method,Sterilization,Female,841,Sagarmatha,Mountain,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2067/68,2010/11,Temporary Methods,Condom,,12,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2067/68,2010/11,Temporary Methods,Pills,,795,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2067/68,2010/11,Temporary Methods,Depo,,1710,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2067/68,2010/11,Temporary Methods,IUD,,4849,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2067/68,2010/11,Temporary Methods,Norplant,,638,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2067/68,2010/11,Permanent method,Sterilization,Male,9163,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2067/68,2010/11,Permanent method,Sterilization,Female,2466,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2067/68,2010/11,Temporary Methods,Condom,,12,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2067/68,2010/11,Temporary Methods,Pills,,1086,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2067/68,2010/11,Temporary Methods,Depo,,3266,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2067/68,2010/11,Temporary Methods,IUD,,7168,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2067/68,2010/11,Temporary Methods,Norplant,,559,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2067/68,2010/11,Permanent method,Sterilization,Male,12336,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2067/68,2010/11,Permanent method,Sterilization,Female,2601,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2067/68,2010/11,Temporary Methods,Condom,,12,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2067/68,2010/11,Temporary Methods,Pills,,965,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2067/68,2010/11,Temporary Methods,Depo,,1703,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2067/68,2010/11,Temporary Methods,IUD,,5847,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2067/68,2010/11,Temporary Methods,Norplant,,773,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2067/68,2010/11,Permanent method,Sterilization,Male,9661,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2067/68,2010/11,Permanent method,Sterilization,Female,4263,Sagarmatha,Hill,Eastern
Saptari,Sagarmatha,Terai,Eastern,2067/68,2010/11,Temporary Methods,Condom,,12,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2067/68,2010/11,Temporary Methods,Pills,,4535,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2067/68,2010/11,Temporary Methods,Depo,,6320,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2067/68,2010/11,Temporary Methods,IUD,,12901,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2067/68,2010/11,Temporary Methods,Norplant,,714,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2067/68,2010/11,Permanent method,Sterilization,Male,24803,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2067/68,2010/11,Permanent method,Sterilization,Female,595,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2067/68,2010/11,Temporary Methods,Condom,,12,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2067/68,2010/11,Temporary Methods,Pills,,3924,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2067/68,2010/11,Temporary Methods,Depo,,3079,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2067/68,2010/11,Temporary Methods,IUD,,9184,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2067/68,2010/11,Temporary Methods,Norplant,,2021,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2067/68,2010/11,Permanent method,Sterilization,Male,19808,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2067/68,2010/11,Permanent method,Sterilization,Female,1166,Sagarmatha,Terai,Eastern
Dhanusa,Janakpur,Terai,Central,2067/68,2010/11,Temporary Methods,Condom,,12,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2067/68,2010/11,Temporary Methods,Pills,,3841,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2067/68,2010/11,Temporary Methods,Depo,,2283,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2067/68,2010/11,Temporary Methods,IUD,,6827,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2067/68,2010/11,Temporary Methods,Norplant,,373,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2067/68,2010/11,Permanent method,Sterilization,Male,13600,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2067/68,2010/11,Permanent method,Sterilization,Female,1672,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2067/68,2010/11,Temporary Methods,Condom,,12,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2067/68,2010/11,Temporary Methods,Pills,,5011,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2067/68,2010/11,Temporary Methods,Depo,,3028,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2067/68,2010/11,Temporary Methods,IUD,,8884,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2067/68,2010/11,Temporary Methods,Norplant,,1158,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2067/68,2010/11,Permanent method,Sterilization,Male,18646,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2067/68,2010/11,Permanent method,Sterilization,Female,475,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2067/68,2010/11,Temporary Methods,Condom,,12,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2067/68,2010/11,Temporary Methods,Pills,,2142,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2067/68,2010/11,Temporary Methods,Depo,,3880,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2067/68,2010/11,Temporary Methods,IUD,,6216,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2067/68,2010/11,Temporary Methods,Norplant,,2695,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2067/68,2010/11,Permanent method,Sterilization,Male,17658,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2067/68,2010/11,Permanent method,Sterilization,Female,2664,Janakpur,Terai,Central
Sindhuli,Janakpur,Hill,Central,2067/68,2010/11,Temporary Methods,Condom,,12,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2067/68,2010/11,Temporary Methods,Pills,,1595,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2067/68,2010/11,Temporary Methods,Depo,,1966,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2067/68,2010/11,Temporary Methods,IUD,,4444,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2067/68,2010/11,Temporary Methods,Norplant,,743,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2067/68,2010/11,Permanent method,Sterilization,Male,10123,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2067/68,2010/11,Permanent method,Sterilization,Female,4380,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2067/68,2010/11,Temporary Methods,Condom,,12,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2067/68,2010/11,Temporary Methods,Pills,,982,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2067/68,2010/11,Temporary Methods,Depo,,585,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2067/68,2010/11,Temporary Methods,IUD,,4447,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2067/68,2010/11,Temporary Methods,Norplant,,1244,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2067/68,2010/11,Permanent method,Sterilization,Male,8619,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2067/68,2010/11,Permanent method,Sterilization,Female,3414,Janakpur,Hill,Central
Dolakha,Janakpur,Mountain,Central,2067/68,2010/11,Temporary Methods,Condom,,12,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2067/68,2010/11,Temporary Methods,Pills,,1091,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2067/68,2010/11,Temporary Methods,Depo,,1491,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2067/68,2010/11,Temporary Methods,IUD,,3947,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2067/68,2010/11,Temporary Methods,Norplant,,427,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2067/68,2010/11,Permanent method,Sterilization,Male,7928,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2067/68,2010/11,Permanent method,Sterilization,Female,4692,Janakpur,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2067/68,2010/11,Temporary Methods,Condom,,12,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2067/68,2010/11,Temporary Methods,Pills,,1284,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2067/68,2010/11,Temporary Methods,Depo,,1889,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2067/68,2010/11,Temporary Methods,IUD,,8699,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2067/68,2010/11,Temporary Methods,Norplant,,1114,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2067/68,2010/11,Permanent method,Sterilization,Male,14109,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2067/68,2010/11,Permanent method,Sterilization,Female,7565,Bagmati,Mountain,Central
Kavre,Bagmati,Hill,Central,2067/68,2010/11,Temporary Methods,Condom,,12,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2067/68,2010/11,Temporary Methods,Pills,,2552,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2067/68,2010/11,Temporary Methods,Depo,,1993,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2067/68,2010/11,Temporary Methods,IUD,,9194,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2067/68,2010/11,Temporary Methods,Norplant,,4344,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2067/68,2010/11,Permanent method,Sterilization,Male,26836,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2067/68,2010/11,Permanent method,Sterilization,Female,8873,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2067/68,2010/11,Temporary Methods,Condom,,12,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2067/68,2010/11,Temporary Methods,Pills,,3074,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2067/68,2010/11,Temporary Methods,Depo,,4171,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2067/68,2010/11,Temporary Methods,IUD,,16319,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2067/68,2010/11,Temporary Methods,Norplant,,2525,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2067/68,2010/11,Permanent method,Sterilization,Male,29095,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2067/68,2010/11,Permanent method,Sterilization,Female,19369,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2067/68,2010/11,Temporary Methods,Condom,,12,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2067/68,2010/11,Temporary Methods,Pills,,1496,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2067/68,2010/11,Temporary Methods,Depo,,1152,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2067/68,2010/11,Temporary Methods,IUD,,6229,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2067/68,2010/11,Temporary Methods,Norplant,,1867,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2067/68,2010/11,Permanent method,Sterilization,Male,12970,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2067/68,2010/11,Permanent method,Sterilization,Female,3727,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Temporary Methods,Condom,,12,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Temporary Methods,Pills,,3797,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Temporary Methods,Depo,,7538,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Temporary Methods,IUD,,23714,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Temporary Methods,Norplant,,15045,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Permanent method,Sterilization,Male,60243,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Permanent method,Sterilization,Female,19405,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2067/68,2010/11,Temporary Methods,Condom,,12,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2067/68,2010/11,Temporary Methods,Pills,,1329,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2067/68,2010/11,Temporary Methods,Depo,,1137,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2067/68,2010/11,Temporary Methods,IUD,,5172,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2067/68,2010/11,Temporary Methods,Norplant,,902,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2067/68,2010/11,Permanent method,Sterilization,Male,9619,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2067/68,2010/11,Permanent method,Sterilization,Female,7536,Bagmati,Hill,Central
Rasuwa,Bagmati,Mountain,Central,2067/68,2010/11,Temporary Methods,Condom,,12,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2067/68,2010/11,Temporary Methods,Pills,,792,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2067/68,2010/11,Temporary Methods,Depo,,233,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2067/68,2010/11,Temporary Methods,IUD,,951,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2067/68,2010/11,Temporary Methods,Norplant,,52,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2067/68,2010/11,Permanent method,Sterilization,Male,2432,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2067/68,2010/11,Permanent method,Sterilization,Female,1889,Bagmati,Mountain,Central
Dhading,Bagmati,Hill,Central,2067/68,2010/11,Temporary Methods,Condom,,12,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2067/68,2010/11,Temporary Methods,Pills,,5562,Bagmati,Hill,Central
