District Name,Zone,Ecological Belt,Development Region,Year (B.S),Year (A.D),Indicator,Sub-Indicator,Value
Makawanpur,Narayani,Hill,Central,2068/69,2011/12,% of CDD Cases at,FCHV,77.64
Rautahat,Narayani,Terai,Central,2068/69,2011/12,CDD Incidence  per 1000,,376.65
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,82.19
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Severe Dehydration among new Cases,,0.81
Rautahat,Narayani,Terai,Central,2068/69,2011/12,% Treated With,ORS,93.27
Rautahat,Narayani,Terai,Central,2068/69,2011/12,% Treated With,IV Fluid,6.73
Rautahat,Narayani,Terai,Central,2068/69,2011/12,CDD Case Fatality,IV Fluid,0
Rautahat,Narayani,Terai,Central,2068/69,2011/12,% of CDD Cases at,HF,24.93
Rautahat,Narayani,Terai,Central,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,25.98
Rautahat,Narayani,Terai,Central,2068/69,2011/12,% of CDD Cases at,FCHV,49.1
Bara,Narayani,Terai,Central,2068/69,2011/12,CDD Incidence  per 1000,,439.22
Bara,Narayani,Terai,Central,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,74.84
Bara,Narayani,Terai,Central,2068/69,2011/12,Severe Dehydration among new Cases,,0.06
Bara,Narayani,Terai,Central,2068/69,2011/12,% Treated With,ORS,98.55
Bara,Narayani,Terai,Central,2068/69,2011/12,% Treated With,IV Fluid,1.45
Bara,Narayani,Terai,Central,2068/69,2011/12,CDD Case Fatality,IV Fluid,0
Bara,Narayani,Terai,Central,2068/69,2011/12,% of CDD Cases at,HF,27.88
Bara,Narayani,Terai,Central,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,19.15
Bara,Narayani,Terai,Central,2068/69,2011/12,% of CDD Cases at,FCHV,52.97
Parsa,Narayani,Terai,Central,2068/69,2011/12,CDD Incidence  per 1000,,387.34
Parsa,Narayani,Terai,Central,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,63.74
Parsa,Narayani,Terai,Central,2068/69,2011/12,Severe Dehydration among new Cases,,0.28
Parsa,Narayani,Terai,Central,2068/69,2011/12,% Treated With,ORS,97.91
Parsa,Narayani,Terai,Central,2068/69,2011/12,% Treated With,IV Fluid,2.09
Parsa,Narayani,Terai,Central,2068/69,2011/12,CDD Case Fatality,IV Fluid,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,% of CDD Cases at,HF,31.42
Parsa,Narayani,Terai,Central,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,68.58
Parsa,Narayani,Terai,Central,2068/69,2011/12,% of CDD Cases at,FCHV,0
Chitwan,Narayani,Terai,Central,2068/69,2011/12,CDD Incidence  per 1000,,443.35
Chitwan,Narayani,Terai,Central,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,82.53
Chitwan,Narayani,Terai,Central,2068/69,2011/12,Severe Dehydration among new Cases,,0.07
Chitwan,Narayani,Terai,Central,2068/69,2011/12,% Treated With,ORS,97.96
Chitwan,Narayani,Terai,Central,2068/69,2011/12,% Treated With,IV Fluid,2.04
Chitwan,Narayani,Terai,Central,2068/69,2011/12,CDD Case Fatality,IV Fluid,0
Chitwan,Narayani,Terai,Central,2068/69,2011/12,% of CDD Cases at,HF,16.96
Chitwan,Narayani,Terai,Central,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,17.43
Chitwan,Narayani,Terai,Central,2068/69,2011/12,% of CDD Cases at,FCHV,65.61
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,CDD Incidence  per 1000,,378.58
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,73.48
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Severe Dehydration among new Cases,,0.11
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,% Treated With,ORS,99.42
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,% Treated With,IV Fluid,0.58
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,% of CDD Cases at,HF,28.42
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,19.36
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,% of CDD Cases at,FCHV,52.22
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,CDD Incidence  per 1000,,708.93
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,86.8
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Severe Dehydration among new Cases,,0.16
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,% Treated With,ORS,99.54
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,% Treated With,IV Fluid,0.46
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,% of CDD Cases at,HF,16.28
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,13.04
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,% of CDD Cases at,FCHV,70.68
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,CDD Incidence  per 1000,,301.5
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,78.24
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Severe Dehydration among new Cases,,0.09
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,% Treated With,ORS,99.16
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,% Treated With,IV Fluid,0.84
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,% of CDD Cases at,HF,20.84
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,19.56
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,% of CDD Cases at,FCHV,59.6
Syangja,Gandaki,Hill,Western,2068/69,2011/12,CDD Incidence  per 1000,,388.56
Syangja,Gandaki,Hill,Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,83.92
Syangja,Gandaki,Hill,Western,2068/69,2011/12,Severe Dehydration among new Cases,,0.06
Syangja,Gandaki,Hill,Western,2068/69,2011/12,% Treated With,ORS,97.3
Syangja,Gandaki,Hill,Western,2068/69,2011/12,% Treated With,IV Fluid,2.7
Syangja,Gandaki,Hill,Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0
Syangja,Gandaki,Hill,Western,2068/69,2011/12,% of CDD Cases at,HF,17.77
Syangja,Gandaki,Hill,Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,18.34
Syangja,Gandaki,Hill,Western,2068/69,2011/12,% of CDD Cases at,FCHV,63.89
Kaski,Gandaki,Hill,Western,2068/69,2011/12,CDD Incidence  per 1000,,381.15
Kaski,Gandaki,Hill,Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,80.02
Kaski,Gandaki,Hill,Western,2068/69,2011/12,Severe Dehydration among new Cases,,0.02
Kaski,Gandaki,Hill,Western,2068/69,2011/12,% Treated With,ORS,99.09
Kaski,Gandaki,Hill,Western,2068/69,2011/12,% Treated With,IV Fluid,0.91
Kaski,Gandaki,Hill,Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0.01
Kaski,Gandaki,Hill,Western,2068/69,2011/12,% of CDD Cases at,HF,13.86
Kaski,Gandaki,Hill,Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,11.13
Kaski,Gandaki,Hill,Western,2068/69,2011/12,% of CDD Cases at,FCHV,75.01
Manang,Gandaki,Mountain,Western,2068/69,2011/12,CDD Incidence  per 1000,,413.35
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,69.07
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Severe Dehydration among new Cases,,1.03
Manang,Gandaki,Mountain,Western,2068/69,2011/12,% Treated With,ORS,100
Manang,Gandaki,Mountain,Western,2068/69,2011/12,% Treated With,IV Fluid,0
Manang,Gandaki,Mountain,Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0
Manang,Gandaki,Mountain,Western,2068/69,2011/12,% of CDD Cases at,HF,37.11
Manang,Gandaki,Mountain,Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,9.28
Manang,Gandaki,Mountain,Western,2068/69,2011/12,% of CDD Cases at,FCHV,53.61
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,CDD Incidence  per 1000,,653.94
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,60.67
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Severe Dehydration among new Cases,,1.19
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,% Treated With,ORS,99.61
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,% Treated With,IV Fluid,0.39
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,% of CDD Cases at,HF,59.48
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,11.2
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,% of CDD Cases at,FCHV,29.32
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,CDD Incidence  per 1000,,641.2
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,66.92
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Severe Dehydration among new Cases,,0.2
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,% Treated With,ORS,99.9
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,% Treated With,IV Fluid,0.1
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,% of CDD Cases at,HF,32.67
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,18.85
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,% of CDD Cases at,FCHV,48.48
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,CDD Incidence  per 1000,,538.09
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,81.62
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Severe Dehydration among new Cases,,0.22
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,% Treated With,ORS,97.88
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,% Treated With,IV Fluid,2.12
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,% of CDD Cases at,HF,17.3
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,18.11
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,% of CDD Cases at,FCHV,64.6
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,CDD Incidence  per 1000,,334.88
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,77.23
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Severe Dehydration among new Cases,,0.17
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,% Treated With,ORS,97.95
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,% Treated With,IV Fluid,2.05
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,% of CDD Cases at,HF,33.93
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,17.46
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,% of CDD Cases at,FCHV,48.61
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,CDD Incidence  per 1000,,503.1
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,74.45
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Severe Dehydration among new Cases,,0.95
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,% Treated With,ORS,99.69
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,% Treated With,IV Fluid,0.31
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,% of CDD Cases at,HF,20.17
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,15.18
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,% of CDD Cases at,FCHV,64.66
Palpa,Lumbini,Hill,Western,2068/69,2011/12,CDD Incidence  per 1000,,478.28
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,81.72
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Severe Dehydration among new Cases,,0.41
Palpa,Lumbini,Hill,Western,2068/69,2011/12,% Treated With,ORS,96.41
Palpa,Lumbini,Hill,Western,2068/69,2011/12,% Treated With,IV Fluid,3.59
Palpa,Lumbini,Hill,Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0
Palpa,Lumbini,Hill,Western,2068/69,2011/12,% of CDD Cases at,HF,22.94
Palpa,Lumbini,Hill,Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,11.8
Palpa,Lumbini,Hill,Western,2068/69,2011/12,% of CDD Cases at,FCHV,65.26
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,CDD Incidence  per 1000,,401.9
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,74.37
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Severe Dehydration among new Cases,,0.09
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,% Treated With,ORS,99.44
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,% Treated With,IV Fluid,0.56
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,% of CDD Cases at,HF,24.53
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,11.38
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,% of CDD Cases at,FCHV,64.08
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,CDD Incidence  per 1000,,506.07
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,46.72
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Severe Dehydration among new Cases,,0.02
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,% Treated With,ORS,99.21
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,% Treated With,IV Fluid,0.79
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,% of CDD Cases at,HF,30.1
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,69.9
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,% of CDD Cases at,FCHV,0
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,CDD Incidence  per 1000,,465.47
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,67.08
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,Severe Dehydration among new Cases,,0.67
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,% Treated With,ORS,98.23
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,% Treated With,IV Fluid,1.77
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,% of CDD Cases at,HF,38.33
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,24.28
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,% of CDD Cases at,FCHV,37.39
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,CDD Incidence  per 1000,,345.97
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,59.67
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Severe Dehydration among new Cases,,0.39
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,% Treated With,ORS,98.07
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,% Treated With,IV Fluid,1.93
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0.01
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,% of CDD Cases at,HF,29.72
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,11.64
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,% of CDD Cases at,FCHV,58.65
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,CDD Incidence  per 1000,,544.63
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,74.4
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Severe Dehydration among new Cases,,0.02
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,% Treated With,ORS,99.15
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,% Treated With,IV Fluid,0.85
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,% of CDD Cases at,HF,28.01
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,12.48
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,% of CDD Cases at,FCHV,59.51
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,CDD Incidence  per 1000,,775.04
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,74.41
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Severe Dehydration among new Cases,,0.16
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,% Treated With,ORS,97.24
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,% Treated With,IV Fluid,2.76
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0.03
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,% of CDD Cases at,HF,28
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,16.15
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,% of CDD Cases at,FCHV,55.84
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,CDD Incidence  per 1000,,518.39
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,71.73
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Severe Dehydration among new Cases,,0.98
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,% Treated With,ORS,86.49
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,% Treated With,IV Fluid,13.51
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,% of CDD Cases at,HF,39.16
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,23.79
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,% of CDD Cases at,FCHV,37.05
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,CDD Incidence  per 1000,,601.99
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,86.19
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Severe Dehydration among new Cases,,0.12
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,% Treated With,ORS,98.41
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,% Treated With,IV Fluid,1.59
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,% of CDD Cases at,HF,18.54
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,11.77
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,% of CDD Cases at,FCHV,69.69
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,CDD Incidence  per 1000,,523.35
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,78.36
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Severe Dehydration among new Cases,,0.04
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,% Treated With,ORS,99.8
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,% Treated With,IV Fluid,0.2
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,% of CDD Cases at,HF,21.69
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,8.9
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,% of CDD Cases at,FCHV,69.41
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,CDD Incidence  per 1000,,688.62
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,75.29
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Severe Dehydration among new Cases,,0.22
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,% Treated With,ORS,99.02
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,% Treated With,IV Fluid,0.98
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,% of CDD Cases at,HF,25.86
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,10.23
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,% of CDD Cases at,FCHV,63.91
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,CDD Incidence  per 1000,,638.76
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,77.8
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Severe Dehydration among new Cases,,0.11
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,% Treated With,ORS,99.55
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,% Treated With,IV Fluid,0.45
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,% of CDD Cases at,HF,21.15
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,8.82
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,% of CDD Cases at,FCHV,70.04
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,CDD Incidence  per 1000,,940.02
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,79.42
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Severe Dehydration among new Cases,,0.13
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,% Treated With,ORS,99.26
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,% Treated With,IV Fluid,0.74
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,% of CDD Cases at,HF,19.72
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,10.33
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,% of CDD Cases at,FCHV,69.95
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,CDD Incidence  per 1000,,1133.81
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,79.55
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Severe Dehydration among new Cases,,0.14
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,% Treated With,ORS,99.01
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,% Treated With,IV Fluid,0.99
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,% of CDD Cases at,HF,15.4
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,9.26
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,% of CDD Cases at,FCHV,75.34
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,CDD Incidence  per 1000,,836.22
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,62.04
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Severe Dehydration among new Cases,,1.16
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,% Treated With,ORS,88.56
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,% Treated With,IV Fluid,11.44
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0.01
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,% of CDD Cases at,HF,39.54
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,21.14
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,% of CDD Cases at,FCHV,39.32
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,CDD Incidence  per 1000,,345.23
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,60.37
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Severe Dehydration among new Cases,,0.73
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,% Treated With,ORS,98.53
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,% Treated With,IV Fluid,1.47
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of CDD Cases at,HF,52.43
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,15.94
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of CDD Cases at,FCHV,31.62
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,CDD Incidence  per 1000,,942.22
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,75.58
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Severe Dehydration among new Cases,,0.5
