District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Sub-Indicator,Sub-Indicator,Sub-Indicator,Value
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Confirmed PF,5 Years & Above,Male,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Confirmed PF,Total,Female,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Confirmed PF,Total,Male,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Suspected/Possible Malaria,Under 5 Years,Female,,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Suspected/Possible Malaria,Under 5 Years,Male,,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Suspected/Possible Malaria,5 Years & Above,Female,,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Suspected/Possible Malaria,5 Years & Above,Male,,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Suspected/Possible Malaria,Total,Female,,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Suspected/Possible Malaria,Total,Male,,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Confirmed Serious Malaria,Under 5 Years,Female,,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Confirmed Serious Malaria,Under 5 Years,Male,,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Confirmed Serious Malaria,5 Years & Above,Female,,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Confirmed Serious Malaria,5 Years & Above,Male,,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Confirmed Serious Malaria,Total,Female,,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Confirmed Serious Malaria,Total,Male,,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Suspected/Possible,Under 5 Years,Female,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Suspected/Possible,Under 5 Years,Male,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Suspected/Possible,5 Years & Above,Female,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Suspected/Possible,5 Years & Above,Male,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Suspected/Possible,Total,Female,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Suspected/Possible,Total,Male,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Confirmed PF,Under 5 Years,Female,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Confirmed PF,Under 5 Years,Male,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Confirmed PF,5 Years & Above,Female,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Confirmed PF,5 Years & Above,Male,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Confirmed PF,Total,Female,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Confirmed PF,Total,Male,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Suspected/Possible Malaria,Under 5 Years,Female,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Suspected/Possible Malaria,Under 5 Years,Male,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Suspected/Possible Malaria,5 Years & Above,Female,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Suspected/Possible Malaria,5 Years & Above,Male,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Suspected/Possible Malaria,Total,Female,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Suspected/Possible Malaria,Total,Male,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Confirmed Serious Malaria,Under 5 Years,Female,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Confirmed Serious Malaria,Under 5 Years,Male,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Confirmed Serious Malaria,5 Years & Above,Female,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Confirmed Serious Malaria,5 Years & Above,Male,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Confirmed Serious Malaria,Total,Female,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Confirmed Serious Malaria,Total,Male,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Suspected/Possible,Under 5 Years,Female,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Suspected/Possible,Under 5 Years,Male,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Suspected/Possible,5 Years & Above,Female,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Suspected/Possible,5 Years & Above,Male,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Suspected/Possible,Total,Female,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Suspected/Possible,Total,Male,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Confirmed PF,Under 5 Years,Female,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Confirmed PF,Under 5 Years,Male,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Confirmed PF,5 Years & Above,Female,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Confirmed PF,5 Years & Above,Male,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Confirmed PF,Total,Female,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Confirmed PF,Total,Male,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Suspected/Possible Malaria,Under 5 Years,Female,,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Suspected/Possible Malaria,Under 5 Years,Male,,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Suspected/Possible Malaria,5 Years & Above,Female,,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Suspected/Possible Malaria,5 Years & Above,Male,,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Suspected/Possible Malaria,Total,Female,,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Suspected/Possible Malaria,Total,Male,,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Confirmed Serious Malaria,Under 5 Years,Female,,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Confirmed Serious Malaria,Under 5 Years,Male,,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Confirmed Serious Malaria,5 Years & Above,Female,,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Confirmed Serious Malaria,5 Years & Above,Male,,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Confirmed Serious Malaria,Total,Female,,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Confirmed Serious Malaria,Total,Male,,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Suspected/Possible,Under 5 Years,Female,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Suspected/Possible,Under 5 Years,Male,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Suspected/Possible,5 Years & Above,Female,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Suspected/Possible,5 Years & Above,Male,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Suspected/Possible,Total,Female,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Suspected/Possible,Total,Male,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Confirmed PF,Under 5 Years,Female,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Confirmed PF,Under 5 Years,Male,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Confirmed PF,5 Years & Above,Female,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Confirmed PF,5 Years & Above,Male,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Confirmed PF,Total,Female,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Confirmed PF,Total,Male,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Suspected/Possible Malaria,Under 5 Years,Female,,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Suspected/Possible Malaria,Under 5 Years,Male,,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Suspected/Possible Malaria,5 Years & Above,Female,,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Suspected/Possible Malaria,5 Years & Above,Male,,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Suspected/Possible Malaria,Total,Female,,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Suspected/Possible Malaria,Total,Male,,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Confirmed Serious Malaria,Under 5 Years,Female,,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Confirmed Serious Malaria,Under 5 Years,Male,,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Confirmed Serious Malaria,5 Years & Above,Female,,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Confirmed Serious Malaria,5 Years & Above,Male,,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Confirmed Serious Malaria,Total,Female,,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Confirmed Serious Malaria,Total,Male,,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Suspected/Possible,Under 5 Years,Female,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Suspected/Possible,Under 5 Years,Male,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Suspected/Possible,5 Years & Above,Female,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Suspected/Possible,5 Years & Above,Male,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Suspected/Possible,Total,Female,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Suspected/Possible,Total,Male,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Confirmed PF,Under 5 Years,Female,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Confirmed PF,Under 5 Years,Male,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Confirmed PF,5 Years & Above,Female,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Confirmed PF,5 Years & Above,Male,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Confirmed PF,Total,Female,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Death,Confirmed PF,Total,Male,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,Under 5 Years,Female,,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,Under 5 Years,Male,,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,5 Years & Above,Female,,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,5 Years & Above,Male,,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,Total,Female,,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,Total,Male,,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,Under 5 Years,Female,,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,Under 5 Years,Male,,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,5 Years & Above,Female,,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,5 Years & Above,Male,,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,Total,Female,,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,Total,Male,,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Death,Suspected/Possible,Under 5 Years,Female,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Death,Suspected/Possible,Under 5 Years,Male,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Death,Suspected/Possible,5 Years & Above,Female,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Death,Suspected/Possible,5 Years & Above,Male,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Death,Suspected/Possible,Total,Female,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Death,Suspected/Possible,Total,Male,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Death,Confirmed PF,Under 5 Years,Female,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Death,Confirmed PF,Under 5 Years,Male,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Death,Confirmed PF,5 Years & Above,Female,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Death,Confirmed PF,5 Years & Above,Male,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Death,Confirmed PF,Total,Female,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Death,Confirmed PF,Total,Male,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,Under 5 Years,Female,,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,Under 5 Years,Male,,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,5 Years & Above,Female,,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,5 Years & Above,Male,,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,Total,Female,,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,Total,Male,,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,Under 5 Years,Female,,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,Under 5 Years,Male,,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,5 Years & Above,Female,,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,5 Years & Above,Male,,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,Total,Female,,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,Total,Male,,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Death,Suspected/Possible,Under 5 Years,Female,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Death,Suspected/Possible,Under 5 Years,Male,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Death,Suspected/Possible,5 Years & Above,Female,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Death,Suspected/Possible,5 Years & Above,Male,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Death,Suspected/Possible,Total,Female,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Death,Suspected/Possible,Total,Male,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Death,Confirmed PF,Under 5 Years,Female,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Death,Confirmed PF,Under 5 Years,Male,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Death,Confirmed PF,5 Years & Above,Female,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Death,Confirmed PF,5 Years & Above,Male,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Death,Confirmed PF,Total,Female,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Death,Confirmed PF,Total,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,Under 5 Years,Female,,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,Under 5 Years,Male,,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,5 Years & Above,Female,,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,5 Years & Above,Male,,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,Total,Female,,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,Total,Male,,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,Under 5 Years,Female,,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,Under 5 Years,Male,,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,5 Years & Above,Female,,2
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,5 Years & Above,Male,,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,Total,Female,,2
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,Total,Male,,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Death,Suspected/Possible,Under 5 Years,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Death,Suspected/Possible,Under 5 Years,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Death,Suspected/Possible,5 Years & Above,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Death,Suspected/Possible,5 Years & Above,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Death,Suspected/Possible,Total,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Death,Suspected/Possible,Total,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Death,Confirmed PF,Under 5 Years,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Death,Confirmed PF,Under 5 Years,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Death,Confirmed PF,5 Years & Above,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Death,Confirmed PF,5 Years & Above,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Death,Confirmed PF,Total,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Death,Confirmed PF,Total,Male,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,Under 5 Years,Female,,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,Under 5 Years,Male,,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,5 Years & Above,Female,,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,5 Years & Above,Male,,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,Total,Female,,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,Total,Male,,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,Under 5 Years,Female,,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,Under 5 Years,Male,,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,5 Years & Above,Female,,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,5 Years & Above,Male,,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,Total,Female,,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,Total,Male,,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Death,Suspected/Possible,Under 5 Years,Female,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Death,Suspected/Possible,Under 5 Years,Male,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Death,Suspected/Possible,5 Years & Above,Female,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Death,Suspected/Possible,5 Years & Above,Male,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Death,Suspected/Possible,Total,Female,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Death,Suspected/Possible,Total,Male,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Death,Confirmed PF,Under 5 Years,Female,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Death,Confirmed PF,Under 5 Years,Male,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Death,Confirmed PF,5 Years & Above,Female,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Death,Confirmed PF,5 Years & Above,Male,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Death,Confirmed PF,Total,Female,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Death,Confirmed PF,Total,Male,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,Under 5 Years,Female,,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,Under 5 Years,Male,,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,5 Years & Above,Female,,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,5 Years & Above,Male,,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,Total,Female,,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,Total,Male,,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,Under 5 Years,Female,,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,Under 5 Years,Male,,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,5 Years & Above,Female,,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,5 Years & Above,Male,,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,Total,Female,,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,Total,Male,,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Death,Suspected/Possible,Under 5 Years,Female,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Death,Suspected/Possible,Under 5 Years,Male,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Death,Suspected/Possible,5 Years & Above,Female,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Death,Suspected/Possible,5 Years & Above,Male,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Death,Suspected/Possible,Total,Female,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Death,Suspected/Possible,Total,Male,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Death,Confirmed PF,Under 5 Years,Female,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Death,Confirmed PF,Under 5 Years,Male,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Death,Confirmed PF,5 Years & Above,Female,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Death,Confirmed PF,5 Years & Above,Male,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Death,Confirmed PF,Total,Female,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Death,Confirmed PF,Total,Male,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,Under 5 Years,Female,,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,Under 5 Years,Male,,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,5 Years & Above,Female,,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,5 Years & Above,Male,,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,Total,Female,,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,Total,Male,,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,Under 5 Years,Female,,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,Under 5 Years,Male,,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,5 Years & Above,Female,,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,5 Years & Above,Male,,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,Total,Female,,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,Total,Male,,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Death,Suspected/Possible,Under 5 Years,Female,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Death,Suspected/Possible,Under 5 Years,Male,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Death,Suspected/Possible,5 Years & Above,Female,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Death,Suspected/Possible,5 Years & Above,Male,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Death,Suspected/Possible,Total,Female,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Death,Suspected/Possible,Total,Male,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Death,Confirmed PF,Under 5 Years,Female,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Death,Confirmed PF,Under 5 Years,Male,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Death,Confirmed PF,5 Years & Above,Female,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Death,Confirmed PF,5 Years & Above,Male,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Death,Confirmed PF,Total,Female,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Death,Confirmed PF,Total,Male,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,Under 5 Years,Female,,11
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,Under 5 Years,Male,,2
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,5 Years & Above,Female,,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,5 Years & Above,Male,,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,Total,Female,,11
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Suspected/Possible Malaria,Total,Male,,2
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,Under 5 Years,Female,,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,Under 5 Years,Male,,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Confirmed Serious Malaria,5 Years & Above,Female,,0
