District Name,Zone,Ecological Belt,Development Region,Year (B.S),Year (A.D),Indicator,Sub-Indicator,Sub-Indicator,Value
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,Temporary Methods,Depo,<20 Years,247
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,Temporary Methods,Depo,Err:510,6902
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,Temporary Methods,Depo,Total,7149
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,Temporary Methods,IUD,<20 Years,18
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,Temporary Methods,IUD,Err:510,485
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,Temporary Methods,IUD,Total,503
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,Temporary Methods,Implant,<20 Years,86
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,Temporary Methods,Implant,Err:510,58
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,Temporary Methods,Implant,Total,144
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,Temporary Methods,Total (Temporary Methods),Total,14114
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Temporary Methods,Condom,,1813
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Temporary Methods,Pills,<20 Years,44
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Temporary Methods,Pills,Err:510,627
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Temporary Methods,Pills,Total,671
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Temporary Methods,Depo,<20 Years,59
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Temporary Methods,Depo,Err:510,999
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Temporary Methods,Depo,Total,1058
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Temporary Methods,IUD,<20 Years,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Temporary Methods,IUD,Err:510,94
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Temporary Methods,IUD,Total,94
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Temporary Methods,Implant,<20 Years,3
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Temporary Methods,Implant,Err:510,122
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Temporary Methods,Implant,Total,125
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Temporary Methods,Total (Temporary Methods),Total,3761
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Condom,,4353
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,<20 Years,95
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,Err:510,1429
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,Total,1524
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,<20 Years,150
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,Err:510,1956
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,Total,2106
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,<20 Years,2
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,Err:510,93
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,Total,95
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,<20 Years,3
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,Err:510,269
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,Total,272
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Total (Temporary Methods),Total,8350
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Condom,,3979
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,<20 Years,123
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,Err:510,996
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,Total,1119
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,<20 Years,437
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,Err:510,3341
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,Total,3778
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,<20 Years,389
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,Err:510,222
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,Total,611
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,<20 Years,63
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,Err:510,1230
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,Total,1293
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Total (Temporary Methods),Total,10780
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Condom,,829
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,<20 Years,561
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,Err:510,1999
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,Total,2560
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,<20 Years,433
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,Err:510,3442
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,Total,3875
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,<20 Years,1
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,Err:510,21
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,Total,22
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,<20 Years,3
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,Err:510,247
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,Total,250
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Total (Temporary Methods),Total,7536
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Condom,,1924
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,<20 Years,63
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,Err:510,856
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,Total,919
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,<20 Years,257
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,Err:510,2291
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,Total,2548
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,<20 Years,4
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,Err:510,360
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,Total,364
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,<20 Years,464
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,Err:510,519
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,Total,983
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Total (Temporary Methods),Total,6738
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Condom,,3922
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,<20 Years,209
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,Err:510,1416
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,Total,1625
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,<20 Years,662
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,Err:510,3335
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,Total,3997
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,<20 Years,87
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,Err:510,732
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,Total,819
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,<20 Years,31
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,Err:510,346
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,Total,377
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Total (Temporary Methods),Total,10740
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Condom,,4462
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,<20 Years,141
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,Err:510,1881
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,Total,2022
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,<20 Years,441
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,Err:510,5981
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,Total,6422
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,<20 Years,90
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,Err:510,889
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,Total,979
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,<20 Years,22
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,Err:510,560
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,Total,582
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Total (Temporary Methods),Total,14467
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Condom,,5603
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,<20 Years,78
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,Err:510,1019
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,Total,1097
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,<20 Years,473
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,Err:510,3943
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,Total,4416
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,<20 Years,50
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,Err:510,574
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,Total,624
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,<20 Years,55
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,Err:510,615
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,Total,670
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Total (Temporary Methods),Total,12410
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Condom,,3934
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,<20 Years,341
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,Err:510,2045
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,Total,2386
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,<20 Years,768
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,Err:510,4039
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,Total,4807
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,<20 Years,55
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,Err:510,489
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,Total,544
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,<20 Years,30
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,Err:510,518
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,Total,548
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Total (Temporary Methods),Total,12219
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Condom,,3224
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,<20 Years,265
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,Err:510,2240
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,Total,2505
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,<20 Years,307
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,Err:510,3298
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,Total,3605
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,<20 Years,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,Err:510,119
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,Total,119
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,<20 Years,3
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,Err:510,594
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,Total,597
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Total (Temporary Methods),Total,10050
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Condom,,670
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,<20 Years,261
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,Err:510,1219
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,Total,1480
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,<20 Years,530
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,Err:510,2994
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,Total,3524
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,<20 Years,85
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,Err:510,431
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,Total,516
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,<20 Years,91
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,Err:510,181
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,Total,272
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Total (Temporary Methods),Total,6462
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Condom,,840
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,<20 Years,16
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,Err:510,334
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,Total,350
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,<20 Years,36
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,Err:510,657
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,Total,693
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,<20 Years,1
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,Err:510,36
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,Total,37
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,<20 Years,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,Err:510,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,Total,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Total (Temporary Methods),Total,1920
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Condom,,1478
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,<20 Years,82
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,Err:510,530
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,Total,612
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,<20 Years,206
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,Err:510,932
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,Total,1138
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,<20 Years,1
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,Err:510,111
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,Total,112
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,<20 Years,10
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,Err:510,192
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,Total,202
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Total (Temporary Methods),Total,3542
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Condom,,1391
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,<20 Years,30
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,Err:510,431
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,Total,461
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,<20 Years,41
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,Err:510,1099
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,Total,1140
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,<20 Years,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,Err:510,54
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,Total,54
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,<20 Years,4
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,Err:510,229
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,Total,233
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Total (Temporary Methods),Total,3279
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Condom,,382
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,<20 Years,21
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,Err:510,202
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,Total,223
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,<20 Years,64
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,Err:510,516
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,Total,580
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,<20 Years,3
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,Err:510,44
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,Total,47
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,<20 Years,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,Err:510,40
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,Total,40
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Total (Temporary Methods),Total,1272
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Condom,,275
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,<20 Years,118
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,Err:510,508
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,Total,626
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,<20 Years,122
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,Err:510,937
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,Total,1059
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,<20 Years,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,Err:510,19
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,Total,19
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,<20 Years,3
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,Err:510,204
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Implant,Total,207
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Total (Temporary Methods),Total,2186
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,Condom,,1304
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,Pills,<20 Years,32
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,Pills,Err:510,593
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,Pills,Total,625
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,Depo,<20 Years,67
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,Depo,Err:510,1321
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,Depo,Total,1388
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,IUD,<20 Years,1
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,IUD,Err:510,36
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,IUD,Total,37
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,Implant,<20 Years,2
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,Implant,Err:510,296
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,Implant,Total,298
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,Total (Temporary Methods),Total,3652
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,Condom,,1874
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,Pills,<20 Years,40
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,Pills,Err:510,392
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,Pills,Total,432
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,Depo,<20 Years,60
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,Depo,Err:510,1469
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,Depo,Total,1529
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,IUD,<20 Years,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,IUD,Err:510,35
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,IUD,Total,35
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,Implant,<20 Years,6
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,Implant,Err:510,221
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,Implant,Total,227
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,Total (Temporary Methods),Total,4097
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Temporary Methods,Condom,,2842
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Temporary Methods,Pills,<20 Years,68
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Temporary Methods,Pills,Err:510,1088
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Temporary Methods,Pills,Total,1156
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Temporary Methods,Depo,<20 Years,69
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Temporary Methods,Depo,Err:510,2507
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Temporary Methods,Depo,Total,2576
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Temporary Methods,IUD,<20 Years,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Temporary Methods,IUD,Err:510,107
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Temporary Methods,IUD,Total,107
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Temporary Methods,Implant,<20 Years,1
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Temporary Methods,Implant,Err:510,174
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Temporary Methods,Implant,Total,175
