District,zone,belt,region,Year BS,Year AD,Respiratory problems,Morbidity Number,Zone,Belt,Region
Panchthar,Mechi,Hill,Eastern,2067/68,2010/11,Bronchitis,1412.0,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2067/68,2010/11,Asthama,1548.0,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2067/68,2010/11,Viral Influnenza,942.0,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2067/68,2010/11,Foreign body in respiratory tract,132.0,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2067/68,2010/11,"ARI/Lower respiratory
tract Infection",8961.0,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2067/68,2010/11,"Upper respiratory tract
Infection",7829.0,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2067/68,2010/11,Pneumonia,4825.0,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2067/68,2010/11,Sever Pneumonia,230.0,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2067/68,2010/11,Bronchitis,1515.0,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2067/68,2010/11,Asthama,1733.0,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2067/68,2010/11,Viral Influnenza,5121.0,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2067/68,2010/11,Foreign body in respiratory tract,52.0,Mechi,Hill,Eastern
Jhapa,Mechi,Terai,Eastern,2067/68,2010/11,"ARI/Lower respiratory
tract Infection",22843.0,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2067/68,2010/11,"Upper respiratory tract
Infection",27279.0,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2067/68,2010/11,Pneumonia,15070.0,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2067/68,2010/11,Sever Pneumonia,541.0,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2067/68,2010/11,Bronchitis,9626.0,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2067/68,2010/11,Asthama,7747.0,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2067/68,2010/11,Viral Influnenza,16283.0,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2067/68,2010/11,Foreign body in respiratory tract,78.0,Mechi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2067/68,2010/11,"ARI/Lower respiratory
tract Infection",31641.0,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2067/68,2010/11,"Upper respiratory tract
Infection",29018.0,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2067/68,2010/11,Pneumonia,11831.0,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2067/68,2010/11,Sever Pneumonia,663.0,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2067/68,2010/11,Bronchitis,9610.0,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2067/68,2010/11,Asthama,6518.0,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2067/68,2010/11,Viral Influnenza,3954.0,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2067/68,2010/11,Foreign body in respiratory tract,371.0,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2067/68,2010/11,"ARI/Lower respiratory
tract Infection",35300.0,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2067/68,2010/11,"Upper respiratory tract
Infection",27773.0,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2067/68,2010/11,Pneumonia,18968.0,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2067/68,2010/11,Sever Pneumonia,363.0,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2067/68,2010/11,Bronchitis,4135.0,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2067/68,2010/11,Asthama,5465.0,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2067/68,2010/11,Viral Influnenza,4060.0,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2067/68,2010/11,Foreign body in respiratory tract,23.0,Kosi,Terai,Eastern
Dhankuta,Kosi,Hill,Eastern,2067/68,2010/11,"ARI/Lower respiratory
tract Infection",7215.0,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2067/68,2010/11,"Upper respiratory tract
Infection",5271.0,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2067/68,2010/11,Pneumonia,4747.0,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2067/68,2010/11,Sever Pneumonia,84.0,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2067/68,2010/11,Bronchitis,2542.0,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2067/68,2010/11,Asthama,1598.0,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2067/68,2010/11,Viral Influnenza,2522.0,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2067/68,2010/11,Foreign body in respiratory tract,22.0,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2067/68,2010/11,"ARI/Lower respiratory
tract Infection",5078.0,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2067/68,2010/11,"Upper respiratory tract
Infection",6777.0,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2067/68,2010/11,Pneumonia,2900.0,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2067/68,2010/11,Sever Pneumonia,104.0,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2067/68,2010/11,Bronchitis,2497.0,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2067/68,2010/11,Asthama,1435.0,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2067/68,2010/11,Viral Influnenza,1458.0,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2067/68,2010/11,Foreign body in respiratory tract,21.0,Kosi,Hill,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2067/68,2010/11,"ARI/Lower respiratory
tract Infection",9506.0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2067/68,2010/11,"Upper respiratory tract
Infection",8109.0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2067/68,2010/11,Pneumonia,5618.0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2067/68,2010/11,Sever Pneumonia,76.0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2067/68,2010/11,Bronchitis,783.0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2067/68,2010/11,Asthama,2187.0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2067/68,2010/11,Viral Influnenza,256.0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2067/68,2010/11,Foreign body in respiratory tract,45.0,Kosi,Mountain,Eastern
Bhojpur,Kosi,Hill,Eastern,2067/68,2010/11,"ARI/Lower respiratory
tract Infection",11552.0,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2067/68,2010/11,"Upper respiratory tract
Infection",6594.0,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2067/68,2010/11,Pneumonia,6665.0,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2067/68,2010/11,Sever Pneumonia,273.0,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2067/68,2010/11,Bronchitis,2857.0,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2067/68,2010/11,Asthama,3429.0,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2067/68,2010/11,Viral Influnenza,2740.0,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2067/68,2010/11,Foreign body in respiratory tract,81.0,Kosi,Hill,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2067/68,2010/11,"ARI/Lower respiratory
tract Infection",7549.0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2067/68,2010/11,"Upper respiratory tract
Infection",10470.0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2067/68,2010/11,Pneumonia,3015.0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2067/68,2010/11,Sever Pneumonia,182.0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2067/68,2010/11,Bronchitis,1871.0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2067/68,2010/11,Asthama,2470.0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2067/68,2010/11,Viral Influnenza,264.0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2067/68,2010/11,Foreign body in respiratory tract,106.0,Sagarmatha,Mountain,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2067/68,2010/11,"ARI/Lower respiratory
tract Infection",13666.0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2067/68,2010/11,"Upper respiratory tract
Infection",13765.0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2067/68,2010/11,Pneumonia,5922.0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2067/68,2010/11,Sever Pneumonia,199.0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2067/68,2010/11,Bronchitis,3012.0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2067/68,2010/11,Asthama,3522.0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2067/68,2010/11,Viral Influnenza,1901.0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2067/68,2010/11,Foreign body in respiratory tract,178.0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2067/68,2010/11,"ARI/Lower respiratory
tract Infection",9560.0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2067/68,2010/11,"Upper respiratory tract
Infection",8259.0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2067/68,2010/11,Pneumonia,6068.0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2067/68,2010/11,Sever Pneumonia,1037.0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2067/68,2010/11,Bronchitis,2206.0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2067/68,2010/11,Asthama,2971.0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2067/68,2010/11,Viral Influnenza,1008.0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2067/68,2010/11,Foreign body in respiratory tract,341.0,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2067/68,2010/11,"ARI/Lower respiratory
tract Infection",9000.0,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2067/68,2010/11,"Upper respiratory tract
Infection",6384.0,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2067/68,2010/11,Pneumonia,4311.0,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2067/68,2010/11,Sever Pneumonia,275.0,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2067/68,2010/11,Bronchitis,3903.0,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2067/68,2010/11,Asthama,2974.0,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2067/68,2010/11,Viral Influnenza,1807.0,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2067/68,2010/11,Foreign body in respiratory tract,229.0,Sagarmatha,Hill,Eastern
Saptari,Sagarmatha,Terai,Eastern,2067/68,2010/11,"ARI/Lower respiratory
tract Infection",27960.0,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2067/68,2010/11,"Upper respiratory tract
Infection",19502.0,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2067/68,2010/11,Pneumonia,10172.0,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2067/68,2010/11,Sever Pneumonia,213.0,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2067/68,2010/11,Bronchitis,11194.0,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2067/68,2010/11,Asthama,9531.0,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2067/68,2010/11,Viral Influnenza,8019.0,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2067/68,2010/11,Foreign body in respiratory tract,225.0,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2067/68,2010/11,"ARI/Lower respiratory
tract Infection",38460.0,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2067/68,2010/11,"Upper respiratory tract
Infection",32129.0,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2067/68,2010/11,Pneumonia,12706.0,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2067/68,2010/11,Sever Pneumonia,763.0,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2067/68,2010/11,Bronchitis,13884.0,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2067/68,2010/11,Asthama,8691.0,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2067/68,2010/11,Viral Influnenza,4541.0,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2067/68,2010/11,Foreign body in respiratory tract,123.0,Sagarmatha,Terai,Eastern
Dhanusa,Janakpur,Terai,Central,2067/68,2010/11,"ARI/Lower respiratory
tract Infection",36659.0,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2067/68,2010/11,"Upper respiratory tract
Infection",26743.0,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2067/68,2010/11,Pneumonia,11404.0,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2067/68,2010/11,Sever Pneumonia,406.0,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2067/68,2010/11,Bronchitis,12836.0,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2067/68,2010/11,Asthama,11399.0,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2067/68,2010/11,Viral Influnenza,4820.0,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2067/68,2010/11,Foreign body in respiratory tract,343.0,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2067/68,2010/11,"ARI/Lower respiratory
tract Infection",22343.0,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2067/68,2010/11,"Upper respiratory tract
Infection",18398.0,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2067/68,2010/11,Pneumonia,8034.0,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2067/68,2010/11,Sever Pneumonia,478.0,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2067/68,2010/11,Bronchitis,8966.0,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2067/68,2010/11,Asthama,9304.0,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2067/68,2010/11,Viral Influnenza,3077.0,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2067/68,2010/11,Foreign body in respiratory tract,141.0,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2067/68,2010/11,"ARI/Lower respiratory
tract Infection",23203.0,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2067/68,2010/11,"Upper respiratory tract
Infection",22587.0,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2067/68,2010/11,Pneumonia,8697.0,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2067/68,2010/11,Sever Pneumonia,516.0,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2067/68,2010/11,Bronchitis,13142.0,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2067/68,2010/11,Asthama,14048.0,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2067/68,2010/11,Viral Influnenza,1750.0,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2067/68,2010/11,Foreign body in respiratory tract,304.0,Janakpur,Terai,Central
Sindhuli,Janakpur,Hill,Central,2067/68,2010/11,"ARI/Lower respiratory
tract Infection",5474.0,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2067/68,2010/11,"Upper respiratory tract
Infection",4642.0,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2067/68,2010/11,Pneumonia,3755.0,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2067/68,2010/11,Sever Pneumonia,134.0,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2067/68,2010/11,Bronchitis,1738.0,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2067/68,2010/11,Asthama,2792.0,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2067/68,2010/11,Viral Influnenza,848.0,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2067/68,2010/11,Foreign body in respiratory tract,67.0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2067/68,2010/11,"ARI/Lower respiratory
tract Infection",8658.0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2067/68,2010/11,"Upper respiratory tract
Infection",7747.0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2067/68,2010/11,Pneumonia,4035.0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2067/68,2010/11,Sever Pneumonia,131.0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2067/68,2010/11,Bronchitis,2761.0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2067/68,2010/11,Asthama,3072.0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2067/68,2010/11,Viral Influnenza,2541.0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2067/68,2010/11,Foreign body in respiratory tract,111.0,Janakpur,Hill,Central
Dolakha,Janakpur,Mountain,Central,2067/68,2010/11,"ARI/Lower respiratory
tract Infection",16534.0,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2067/68,2010/11,"Upper respiratory tract
Infection",11350.0,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2067/68,2010/11,Pneumonia,3687.0,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2067/68,2010/11,Sever Pneumonia,143.0,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2067/68,2010/11,Bronchitis,3153.0,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2067/68,2010/11,Asthama,4002.0,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2067/68,2010/11,Viral Influnenza,3795.0,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2067/68,2010/11,Foreign body in respiratory tract,155.0,Janakpur,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2067/68,2010/11,"ARI/Lower respiratory
tract Infection",14444.0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2067/68,2010/11,"Upper respiratory tract
Infection",13088.0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2067/68,2010/11,Pneumonia,5744.0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2067/68,2010/11,Sever Pneumonia,202.0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2067/68,2010/11,Bronchitis,3340.0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2067/68,2010/11,Asthama,4712.0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2067/68,2010/11,Viral Influnenza,4414.0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2067/68,2010/11,Foreign body in respiratory tract,143.0,Bagmati,Mountain,Central
Kavre,Bagmati,Hill,Central,2067/68,2010/11,"ARI/Lower respiratory
tract Infection",23475.0,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2067/68,2010/11,"Upper respiratory tract
Infection",23520.0,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2067/68,2010/11,Pneumonia,7667.0,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2067/68,2010/11,Sever Pneumonia,79.0,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2067/68,2010/11,Bronchitis,4739.0,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2067/68,2010/11,Asthama,7856.0,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2067/68,2010/11,Viral Influnenza,4328.0,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2067/68,2010/11,Foreign body in respiratory tract,64.0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2067/68,2010/11,"ARI/Lower respiratory
tract Infection",0.0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2067/68,2010/11,"Upper respiratory tract
Infection",0.0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2067/68,2010/11,Pneumonia,0.0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2067/68,2010/11,Sever Pneumonia,0.0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2067/68,2010/11,Bronchitis,0.0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2067/68,2010/11,Asthama,0.0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2067/68,2010/11,Viral Influnenza,0.0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2067/68,2010/11,Foreign body in respiratory tract,0.0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2067/68,2010/11,"ARI/Lower respiratory
tract Infection",6355.0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2067/68,2010/11,"Upper respiratory tract
Infection",6709.0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2067/68,2010/11,Pneumonia,2073.0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2067/68,2010/11,Sever Pneumonia,53.0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2067/68,2010/11,Bronchitis,1070.0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2067/68,2010/11,Asthama,2586.0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2067/68,2010/11,Viral Influnenza,1712.0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2067/68,2010/11,Foreign body in respiratory tract,108.0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,"ARI/Lower respiratory
tract Infection",15289.0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,"Upper respiratory tract
Infection",22107.0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Pneumonia,12004.0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Sever Pneumonia,616.0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Bronchitis,4758.0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Asthama,15610.0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Viral Influnenza,5721.0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Foreign body in respiratory tract,962.0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2067/68,2010/11,"ARI/Lower respiratory
tract Infection",6896.0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2067/68,2010/11,"Upper respiratory tract
Infection",7344.0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2067/68,2010/11,Pneumonia,3180.0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2067/68,2010/11,Sever Pneumonia,277.0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2067/68,2010/11,Bronchitis,2623.0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2067/68,2010/11,Asthama,5970.0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2067/68,2010/11,Viral Influnenza,1379.0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2067/68,2010/11,Foreign body in respiratory tract,107.0,Bagmati,Hill,Central
Rasuwa,Bagmati,Mountain,Central,2067/68,2010/11,"ARI/Lower respiratory
tract Infection",3203.0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2067/68,2010/11,"Upper respiratory tract
Infection",2177.0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2067/68,2010/11,Pneumonia,820.0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2067/68,2010/11,Sever Pneumonia,37.0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2067/68,2010/11,Bronchitis,440.0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2067/68,2010/11,Asthama,581.0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2067/68,2010/11,Viral Influnenza,1378.0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2067/68,2010/11,Foreign body in respiratory tract,5.0,Bagmati,Mountain,Central
Dhading,Bagmati,Hill,Central,2067/68,2010/11,"ARI/Lower respiratory
tract Infection",18367.0,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2067/68,2010/11,"Upper respiratory tract
Infection",13947.0,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2067/68,2010/11,Pneumonia,9175.0,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2067/68,2010/11,Sever Pneumonia,393.0,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2067/68,2010/11,Bronchitis,3709.0,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2067/68,2010/11,Asthama,6534.0,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2067/68,2010/11,Viral Influnenza,7485.0,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2067/68,2010/11,Foreign body in respiratory tract,106.0,Bagmati,Hill,Central
Makwanpur,Narayani,Hill,Central,2067/68,2010/11,"ARI/Lower respiratory
tract Infection",7058.0,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2067/68,2010/11,"Upper respiratory tract
Infection",7795.0,Narayani,Hill,Central
