District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicators,Sub-Indicator,Value
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/2012,Wastage Rate(%),Polio1 Vs Polio3,0.94
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/2012,Wastage Rate(%),BCG,88.75
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/2012,Wastage Rate(%),DPT,11.88
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/2012,Wastage Rate(%),Polio3,34.35
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/2012,Coverage (%),Measles,79.06
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/2012,Coverage (%),TT,63.08
Rautahat,Narayani,Terai,Central,2068/69,2011/2012,Coverage (%),BCG,125.85
Rautahat,Narayani,Terai,Central,2068/69,2011/2012,Coverage (%),DPT3,115.52
Rautahat,Narayani,Terai,Central,2068/69,2011/2012,Coverage (%),Polio3,113.36
Rautahat,Narayani,Terai,Central,2068/69,2011/2012,Coverage (%),Measles,103.42
Rautahat,Narayani,Terai,Central,2068/69,2011/2012,Coverage (%),JE,64.35
Rautahat,Narayani,Terai,Central,2068/69,2011/2012,Drop Out Rate (%),TT1,93.59
Rautahat,Narayani,Terai,Central,2068/69,2011/2012,Drop Out Rate (%),TT2,59.66
Rautahat,Narayani,Terai,Central,2068/69,2011/2012,Drop Out Rate (%),TT2+,43.42
Rautahat,Narayani,Terai,Central,2068/69,2011/2012,Wastage Rate(%),BCG Vs Measles,17.82
Rautahat,Narayani,Terai,Central,2068/69,2011/2012,Wastage Rate(%),DPT1 Vs DPT3,6.45
Rautahat,Narayani,Terai,Central,2068/69,2011/2012,Wastage Rate(%),Polio1 Vs Polio3,8.73
Rautahat,Narayani,Terai,Central,2068/69,2011/2012,Wastage Rate(%),BCG,68.61
Rautahat,Narayani,Terai,Central,2068/69,2011/2012,Wastage Rate(%),DPT,6.95
Rautahat,Narayani,Terai,Central,2068/69,2011/2012,Coverage (%),Polio3,15.02
Rautahat,Narayani,Terai,Central,2068/69,2011/2012,Coverage (%),Measles,54.48
Rautahat,Narayani,Terai,Central,2068/69,2011/2012,Coverage (%),JE,69.88
Rautahat,Narayani,Terai,Central,2068/69,2011/2012,Coverage (%),TT,24.61
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/2012,Coverage (%),BCG,102.58
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/2012,Coverage (%),DPT3,99.02
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/2012,Coverage (%),Polio3,97.26
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/2012,Drop Out Rate (%),Measles,98.3
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/2012,Drop Out Rate (%),TT1,23.06
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/2012,Drop Out Rate (%),TT2,34.03
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/2012,Wastage Rate(%),TT2+,32.67
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/2012,Wastage Rate(%),BCG Vs Measles,4.18
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/2012,Wastage Rate(%),DPT1 Vs DPT3,1.19
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/2012,Wastage Rate(%),Polio1 Vs Polio3,1.14
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/2012,Wastage Rate(%),BCG,85.66
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/2012,Coverage (%),DPT,14.97
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/2012,Coverage (%),Polio3,27.03
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/2012,Coverage (%),Measles,73.19
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/2012,Coverage (%),TT,46.32
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/2012,Coverage (%),BCG,97.31
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/2012,Coverage (%),DPT3,92.91
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/2012,Coverage (%),Polio3,92.91
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/2012,Drop Out Rate (%),Measles,88.32
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/2012,Drop Out Rate (%),TT1,46.06
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/2012,Drop Out Rate (%),TT2,40.51
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/2012,Wastage Rate(%),TT2+,22.87
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/2012,Wastage Rate(%),BCG Vs Measles,9.25
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/2012,Wastage Rate(%),DPT1 Vs DPT3,3.07
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/2012,Wastage Rate(%),Polio1 Vs Polio3,3.07
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/2012,Wastage Rate(%),BCG,82.78
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/2012,Coverage (%),DPT,19.71
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/2012,Coverage (%),Polio3,30.25
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/2012,Coverage (%),Measles,72.2
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/2012,Coverage (%),TT,59.22
Rupandehi,Lumbini,Terai,Western,2068/69,2011/2012,Coverage (%),BCG,121.3
Rupandehi,Lumbini,Terai,Western,2068/69,2011/2012,Coverage (%),DPT3,104
Rupandehi,Lumbini,Terai,Western,2068/69,2011/2012,Coverage (%),Polio3,104
Rupandehi,Lumbini,Terai,Western,2068/69,2011/2012,Drop Out Rate (%),Measles,102.19
Rupandehi,Lumbini,Terai,Western,2068/69,2011/2012,Drop Out Rate (%),JE,90.86
Rupandehi,Lumbini,Terai,Western,2068/69,2011/2012,Drop Out Rate (%),TT1,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/2012,Wastage Rate(%),TT2,55.06
Rupandehi,Lumbini,Terai,Western,2068/69,2011/2012,Wastage Rate(%),TT2+,79.76
Rupandehi,Lumbini,Terai,Western,2068/69,2011/2012,Wastage Rate(%),BCG Vs Measles,15.75
Rupandehi,Lumbini,Terai,Western,2068/69,2011/2012,Wastage Rate(%),DPT1 Vs DPT3,-0.28
Rupandehi,Lumbini,Terai,Western,2068/69,2011/2012,Wastage Rate(%),Polio1 Vs Polio3,-0.28
Rupandehi,Lumbini,Terai,Western,2068/69,2011/2012,Coverage (%),BCG,69.4
Rupandehi,Lumbini,Terai,Western,2068/69,2011/2012,Coverage (%),DPT,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/2012,Coverage (%),Polio3,18.41
Rupandehi,Lumbini,Terai,Western,2068/69,2011/2012,Coverage (%),Measles,45.99
Rupandehi,Lumbini,Terai,Western,2068/69,2011/2012,Coverage (%),JE,41.1
Rupandehi,Lumbini,Terai,Western,2068/69,2011/2012,Coverage (%),TT,30.1
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/2012,Coverage (%),BCG,94.54
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/2012,Drop Out Rate (%),DPT3,92.06
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/2012,Drop Out Rate (%),Polio3,92.06
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/2012,Drop Out Rate (%),Measles,90.65
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/2012,Wastage Rate(%),TT1,28.58
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/2012,Wastage Rate(%),TT2,34.99
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/2012,Wastage Rate(%),TT2+,33.63
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/2012,Wastage Rate(%),BCG Vs Measles,4.11
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/2012,Wastage Rate(%),DPT1 Vs DPT3,0.18
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/2012,Coverage (%),Polio1 Vs Polio3,0.18
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/2012,Coverage (%),BCG,85.14
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/2012,Coverage (%),DPT,3.44
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/2012,Coverage (%),Polio3,24.28
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/2012,Coverage (%),Measles,71.9
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/2012,Coverage (%),TT,55.5
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/2012,Coverage (%),BCG,76.97
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/2012,Drop Out Rate (%),DPT3,75.73
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/2012,Drop Out Rate (%),Polio3,74.93
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/2012,Drop Out Rate (%),Measles,74.91
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/2012,Wastage Rate(%),TT1,4.87
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/2012,Wastage Rate(%),TT2,8.93
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/2012,Wastage Rate(%),TT2+,54.78
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/2012,Wastage Rate(%),BCG Vs Measles,2.68
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/2012,Wastage Rate(%),DPT1 Vs DPT3,3.05
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/2012,Coverage (%),Polio1 Vs Polio3,2.77
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/2012,Coverage (%),BCG,89.81
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/2012,Coverage (%),DPT,3.09
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/2012,Coverage (%),Polio3,29.82
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/2012,Coverage (%),Measles,80.4
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/2012,Coverage (%),TT,54.37
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/2012,Coverage (%),BCG,102.14
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/2012,Drop Out Rate (%),DPT3,96.94
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/2012,Drop Out Rate (%),Polio3,95.15
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/2012,Drop Out Rate (%),Measles,90.64
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/2012,Wastage Rate(%),JE,63.18
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/2012,Wastage Rate(%),TT1,50.3
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/2012,Wastage Rate(%),TT2,40.29
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/2012,Wastage Rate(%),TT2+,47.58
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/2012,Wastage Rate(%),BCG Vs Measles,11.26
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/2012,Coverage (%),DPT1 Vs DPT3,1.23
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/2012,Coverage (%),Polio1 Vs Polio3,1.3
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/2012,Coverage (%),BCG,82.54
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/2012,Coverage (%),DPT,8.5
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/2012,Coverage (%),Polio3,27.47
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/2012,Coverage (%),Measles,70.27
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/2012,Coverage (%),JE,48.42
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/2012,Drop Out Rate (%),TT,46.66
Sarlahi,Janakpur,Terai,Central,2068/69,2011/2012,Drop Out Rate (%),BCG,126.34
Sarlahi,Janakpur,Terai,Central,2068/69,2011/2012,Drop Out Rate (%),DPT3,110.37
Sarlahi,Janakpur,Terai,Central,2068/69,2011/2012,Wastage Rate(%),Polio3,110.55
Sarlahi,Janakpur,Terai,Central,2068/69,2011/2012,Wastage Rate(%),Measles,102.33
Sarlahi,Janakpur,Terai,Central,2068/69,2011/2012,Wastage Rate(%),JE,59.62
Sarlahi,Janakpur,Terai,Central,2068/69,2011/2012,Wastage Rate(%),TT1,67.49
Sarlahi,Janakpur,Terai,Central,2068/69,2011/2012,Wastage Rate(%),TT2,76.29
Sarlahi,Janakpur,Terai,Central,2068/69,2011/2012,Coverage (%),TT2+,49.93
Sarlahi,Janakpur,Terai,Central,2068/69,2011/2012,Coverage (%),BCG Vs Measles,19
Sarlahi,Janakpur,Terai,Central,2068/69,2011/2012,Coverage (%),DPT1 Vs DPT3,9.35
Sarlahi,Janakpur,Terai,Central,2068/69,2011/2012,Coverage (%),Polio1 Vs Polio3,9.18
Sarlahi,Janakpur,Terai,Central,2068/69,2011/2012,Coverage (%),BCG,68.15
Sarlahi,Janakpur,Terai,Central,2068/69,2011/2012,Coverage (%),DPT,5.47
Sarlahi,Janakpur,Terai,Central,2068/69,2011/2012,Coverage (%),Polio3,13.51
Sarlahi,Janakpur,Terai,Central,2068/69,2011/2012,Drop Out Rate (%),Measles,52.39
Sarlahi,Janakpur,Terai,Central,2068/69,2011/2012,Drop Out Rate (%),JE,38.01
Sarlahi,Janakpur,Terai,Central,2068/69,2011/2012,Drop Out Rate (%),TT,22.62
Sindhuli,Janakpur,Hill,Central,2068/69,2011/2012,Wastage Rate(%),BCG,85.09
Sindhuli,Janakpur,Hill,Central,2068/69,2011/2012,Wastage Rate(%),DPT3,77.3
Sindhuli,Janakpur,Hill,Central,2068/69,2011/2012,Wastage Rate(%),Polio3,77.12
Sindhuli,Janakpur,Hill,Central,2068/69,2011/2012,Wastage Rate(%),Measles,72.98
Sindhuli,Janakpur,Hill,Central,2068/69,2011/2012,Wastage Rate(%),TT1,35.1
Sindhuli,Janakpur,Hill,Central,2068/69,2011/2012,Coverage (%),TT2,29.29
Sindhuli,Janakpur,Hill,Central,2068/69,2011/2012,Coverage (%),TT2+,19.65
Sindhuli,Janakpur,Hill,Central,2068/69,2011/2012,Coverage (%),BCG Vs Measles,14.24
Sindhuli,Janakpur,Hill,Central,2068/69,2011/2012,Coverage (%),DPT1 Vs DPT3,7.09
Sindhuli,Janakpur,Hill,Central,2068/69,2011/2012,Coverage (%),Polio1 Vs Polio3,7.13
Sindhuli,Janakpur,Hill,Central,2068/69,2011/2012,Coverage (%),BCG,82.37
Sindhuli,Janakpur,Hill,Central,2068/69,2011/2012,Coverage (%),DPT,22.01
Sindhuli,Janakpur,Hill,Central,2068/69,2011/2012,Drop Out Rate (%),Polio3,32.45
Sindhuli,Janakpur,Hill,Central,2068/69,2011/2012,Drop Out Rate (%),Measles,71.05
Sindhuli,Janakpur,Hill,Central,2068/69,2011/2012,Drop Out Rate (%),TT,58.11
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/2012,Wastage Rate(%),BCG,111.96
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/2012,Wastage Rate(%),DPT3,106.56
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/2012,Wastage Rate(%),Polio3,106.56
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/2012,Wastage Rate(%),Measles,102.07
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/2012,Wastage Rate(%),JE,76.43
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/2012,Coverage (%),TT1,39.05
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/2012,Coverage (%),TT2,33.67
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/2012,Coverage (%),TT2+,62.03
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/2012,Coverage (%),BCG Vs Measles,8.84
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/2012,Coverage (%),DPT1 Vs DPT3,3.72
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/2012,Coverage (%),Polio1 Vs Polio3,3.72
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/2012,Coverage (%),BCG,77.87
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/2012,Drop Out Rate (%),DPT,5.29
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/2012,Drop Out Rate (%),Polio3,11.95
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/2012,Drop Out Rate (%),Measles,59.47
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/2012,Wastage Rate(%),JE,33.8
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/2012,Wastage Rate(%),TT,32.92
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/2012,Wastage Rate(%),BCG,76.08
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/2012,Wastage Rate(%),DPT3,72.76
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/2012,Wastage Rate(%),Polio3,72.48
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/2012,Coverage (%),Measles,74.79
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/2012,Coverage (%),TT1,35.19
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/2012,Coverage (%),TT2,44.59
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/2012,Coverage (%),TT2+,37.86
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/2012,Coverage (%),BCG Vs Measles,1.7
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/2012,Coverage (%),DPT1 Vs DPT3,0.34
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/2012,Coverage (%),Polio1 Vs Polio3,-0.19
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/2012,Drop Out Rate (%),BCG,86.91
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/2012,Drop Out Rate (%),DPT,18.43
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/2012,Drop Out Rate (%),Polio3,38.74
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/2012,Wastage Rate(%),Measles,77.51
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/2012,Wastage Rate(%),TT,52.9
Sunsari,Kosi,Terai,Eastern,2068/69,2011/2012,Wastage Rate(%),BCG,96.39
Sunsari,Kosi,Terai,Eastern,2068/69,2011/2012,Wastage Rate(%),DPT3,89.13
Sunsari,Kosi,Terai,Eastern,2068/69,2011/2012,Wastage Rate(%),Polio3,89.13
Sunsari,Kosi,Terai,Eastern,2068/69,2011/2012,Coverage (%),Measles,84.47
Sunsari,Kosi,Terai,Eastern,2068/69,2011/2012,Coverage (%),JE,64.41
Sunsari,Kosi,Terai,Eastern,2068/69,2011/2012,Coverage (%),TT1,33.75
Sunsari,Kosi,Terai,Eastern,2068/69,2011/2012,Coverage (%),TT2,32.36
Sunsari,Kosi,Terai,Eastern,2068/69,2011/2012,Coverage (%),TT2+,47.72
Sunsari,Kosi,Terai,Eastern,2068/69,2011/2012,Coverage (%),BCG Vs Measles,12.36
Sunsari,Kosi,Terai,Eastern,2068/69,2011/2012,Coverage (%),DPT1 Vs DPT3,2.92
Sunsari,Kosi,Terai,Eastern,2068/69,2011/2012,Drop Out Rate (%),Polio1 Vs Polio3,2.92
Sunsari,Kosi,Terai,Eastern,2068/69,2011/2012,Drop Out Rate (%),BCG,72.56
Sunsari,Kosi,Terai,Eastern,2068/69,2011/2012,Drop Out Rate (%),DPT,4.42
Sunsari,Kosi,Terai,Eastern,2068/69,2011/2012,Wastage Rate(%),Polio3,18.51
Sunsari,Kosi,Terai,Eastern,2068/69,2011/2012,Wastage Rate(%),Measles,55.38
Sunsari,Kosi,Terai,Eastern,2068/69,2011/2012,Wastage Rate(%),JE,43.32
Sunsari,Kosi,Terai,Eastern,2068/69,2011/2012,Wastage Rate(%),TT,31.25
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/2012,Wastage Rate(%),BCG,99.96
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/2012,Coverage (%),DPT3,94.44
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/2012,Coverage (%),Polio3,94.44
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/2012,Coverage (%),Measles,89.86
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/2012,Coverage (%),JE,62.59
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/2012,Coverage (%),TT1,26.9
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/2012,Coverage (%),TT2,36.91
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/2012,Coverage (%),TT2+,35.75
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/2012,Drop Out Rate (%),BCG Vs Measles,10.1
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/2012,Drop Out Rate (%),DPT1 Vs DPT3,1.87
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/2012,Drop Out Rate (%),Polio1 Vs Polio3,1.87
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/2012,Wastage Rate(%),BCG,79.22
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/2012,Wastage Rate(%),DPT,7.19
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/2012,Wastage Rate(%),Polio3,16.95
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/2012,Wastage Rate(%),Measles,62.8
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/2012,Wastage Rate(%),JE,47.18
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/2012,Coverage (%),TT,39.91
Syangja,Gandaki,Hill,Western,2068/69,2011/2012,Coverage (%),BCG,66.82
Syangja,Gandaki,Hill,Western,2068/69,2011/2012,Coverage (%),DPT3,77.38
Syangja,Gandaki,Hill,Western,2068/69,2011/2012,Coverage (%),Polio3,77.49
Syangja,Gandaki,Hill,Western,2068/69,2011/2012,Coverage (%),Measles,75.1
Syangja,Gandaki,Hill,Western,2068/69,2011/2012,Coverage (%),TT1,4.49
Syangja,Gandaki,Hill,Western,2068/69,2011/2012,Coverage (%),TT2,33.06
Syangja,Gandaki,Hill,Western,2068/69,2011/2012,Drop Out Rate (%),TT2+,39.49
Syangja,Gandaki,Hill,Western,2068/69,2011/2012,Drop Out Rate (%),BCG Vs Measles,-12.39
Syangja,Gandaki,Hill,Western,2068/69,2011/2012,Drop Out Rate (%),DPT1 Vs DPT3,0.04
Syangja,Gandaki,Hill,Western,2068/69,2011/2012,Wastage Rate(%),Polio1 Vs Polio3,-0.16
Syangja,Gandaki,Hill,Western,2068/69,2011/2012,Wastage Rate(%),BCG,87.18
Syangja,Gandaki,Hill,Western,2068/69,2011/2012,Wastage Rate(%),DPT,0
Syangja,Gandaki,Hill,Western,2068/69,2011/2012,Wastage Rate(%),Polio3,27.72
Syangja,Gandaki,Hill,Western,2068/69,2011/2012,Wastage Rate(%),Measles,70.82
Syangja,Gandaki,Hill,Western,2068/69,2011/2012,Coverage (%),TT,45.58
Tanahu,Gandaki,Hill,Western,2068/69,2011/2012,Coverage (%),BCG,69.47
Tanahu,Gandaki,Hill,Western,2068/69,2011/2012,Coverage (%),DPT3,74.66
Tanahu,Gandaki,Hill,Western,2068/69,2011/2012,Coverage (%),Polio3,74.66
Tanahu,Gandaki,Hill,Western,2068/69,2011/2012,Coverage (%),Measles,70.26
Tanahu,Gandaki,Hill,Western,2068/69,2011/2012,Coverage (%),TT1,30.43
Tanahu,Gandaki,Hill,Western,2068/69,2011/2012,Coverage (%),TT2,34.48
Tanahu,Gandaki,Hill,Western,2068/69,2011/2012,Drop Out Rate (%),TT2+,13.29
Tanahu,Gandaki,Hill,Western,2068/69,2011/2012,Drop Out Rate (%),BCG Vs Measles,-1.14
Tanahu,Gandaki,Hill,Western,2068/69,2011/2012,Drop Out Rate (%),DPT1 Vs DPT3,0.69
Tanahu,Gandaki,Hill,Western,2068/69,2011/2012,Wastage Rate(%),Polio1 Vs Polio3,0.73
Tanahu,Gandaki,Hill,Western,2068/69,2011/2012,Wastage Rate(%),BCG,85.89
Tanahu,Gandaki,Hill,Western,2068/69,2011/2012,Wastage Rate(%),DPT,7.65
Tanahu,Gandaki,Hill,Western,2068/69,2011/2012,Wastage Rate(%),Polio3,35.4
Tanahu,Gandaki,Hill,Western,2068/69,2011/2012,Wastage Rate(%),Measles,73.3
Tanahu,Gandaki,Hill,Western,2068/69,2011/2012,Coverage (%),TT,56.78
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/2012,Coverage (%),BCG,92.07
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/2012,Coverage (%),DPT3,87.69
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/2012,Coverage (%),Polio3,87.69
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/2012,Coverage (%),Measles,90.18
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/2012,Coverage (%),TT1,40.19
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/2012,Coverage (%),TT2,48.67
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/2012,Drop Out Rate (%),TT2+,24.13
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/2012,Drop Out Rate (%),BCG Vs Measles,2.06
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/2012,Drop Out Rate (%),DPT1 Vs DPT3,4.68
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/2012,Wastage Rate(%),Polio1 Vs Polio3,4.68
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/2012,Wastage Rate(%),BCG,89.16
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/2012,Wastage Rate(%),DPT,4.97
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/2012,Wastage Rate(%),Polio3,32.15
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/2012,Wastage Rate(%),Measles,79.53
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/2012,Coverage (%),TT,39.08
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/2013,Coverage (%),BCG,105.7
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/2013,Coverage (%),DPT3,107.9
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/2013,Coverage (%),Polio3,107.9
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/2013,Coverage (%),Measles,101.8
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/2013,Coverage (%),TT1,50.6
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/2013,Coverage (%),TT2,54.7
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/2013,Drop Out Rate (%),TT2+,28.7
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/2013,Drop Out Rate (%),BCG Vs Measles,3.6
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/2013,Drop Out Rate (%),DPT1 Vs DPT3,0.2
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/2013,Wastage Rate(%),Polio1 Vs Polio3,4.3
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/2013,Wastage Rate(%),BCG,90.1
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/2013,Wastage Rate(%),DPT,27.7
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/2013,Wastage Rate(%),Polio3,32.5
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/2013,Wastage Rate(%),Measles,80.1
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/2013,Coverage (%),TT,42.1
Panchthar,Mechi,Hill,Eastern,2069/70,2012/2013,Coverage (%),BCG,100.5
