District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Sub-Indicator,Sub-Indicator,Sub-Indicator,Value
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,New Smear Positive,Transferred out,F,,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,New Smear Positive,Transferred out,M,,1
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,New Smear Positive,No result,F,,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,New Smear Positive,No result,M,,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,F,1.0625
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,M,0.9459459459
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,Total,0.9811320755
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,New Smear Positive,,Success,,1.0566037736
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,New Smear Positive,,Failure,,0.0377358491
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,New Smear Positive,,Died,,0.0377358491
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,New Smear Positive,,Default,,0.0566037736
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,New Smear Positive,,T/O,,0.0188679245
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,New Smear Positive,,N/D,,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,New Smear Positive,Registered,F,,19
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,New Smear Positive,Registered,M,,29
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,New Smear Positive,Cured,F,,16
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,New Smear Positive,Cured,M,,28
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,New Smear Positive,Completed,F,,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,New Smear Positive,Completed,M,,2
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,New Smear Positive,Failure,F,,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,New Smear Positive,Failure,M,,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,New Smear Positive,Died,F,,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,New Smear Positive,Died,M,,1
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,New Smear Positive,Defaulted,F,,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,New Smear Positive,Defaulted,M,,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,New Smear Positive,Transferred out,F,,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,New Smear Positive,Transferred out,M,,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,New Smear Positive,No result,F,,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,New Smear Positive,No result,M,,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,F,0.8421052632
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,M,0.9655172414
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,Total,0.9166666667
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,New Smear Positive,,Success,,0.9583333333
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,New Smear Positive,,Failure,,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,New Smear Positive,,Died,,0.0208333333
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,New Smear Positive,,Default,,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,New Smear Positive,,T/O,,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,New Smear Positive,,N/D,,0
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,New Smear Positive,Registered,F,,230
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,New Smear Positive,Registered,M,,450
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,New Smear Positive,Cured,F,,227
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,New Smear Positive,Cured,M,,438
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,New Smear Positive,Completed,F,,0
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,New Smear Positive,Completed,M,,5
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,New Smear Positive,Failure,F,,6
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,New Smear Positive,Failure,M,,3
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,New Smear Positive,Died,F,,5
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,New Smear Positive,Died,M,,7
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,New Smear Positive,Defaulted,F,,1
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,New Smear Positive,Defaulted,M,,7
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,New Smear Positive,Transferred out,F,,8
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,New Smear Positive,Transferred out,M,,8
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,New Smear Positive,No result,F,,0
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,New Smear Positive,No result,M,,0
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,F,0.9869565217
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,M,0.9733333333
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,Total,0.9779411765
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,New Smear Positive,,Success,,0.9852941176
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,New Smear Positive,,Failure,,0.0132352941
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,New Smear Positive,,Died,,0.0176470588
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,New Smear Positive,,Default,,0.0117647059
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,New Smear Positive,,T/O,,0.0235294118
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,New Smear Positive,,N/D,,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,Registered,F,,14
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,Registered,M,,17
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,Cured,F,,5
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,Cured,M,,7
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,Completed,F,,3
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,Completed,M,,7
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,Failure,F,,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,Failure,M,,1
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,Died,F,,1
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,Died,M,,1
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,Defaulted,F,,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,Defaulted,M,,1
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,Transferred out,F,,2
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,Transferred out,M,,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,No result,F,,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,No result,M,,1
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,F,0.3571428571
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,M,0.4117647059
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,Total,0.3870967742
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,,Success,,0.7096774194
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,,Failure,,0.0322580645
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,,Died,,0.064516129
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,,Default,,0.0322580645
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,,T/O,,0.064516129
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,,N/D,,0.0322580645
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,New Smear Positive,Registered,F,,178
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,New Smear Positive,Registered,M,,395
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,New Smear Positive,Cured,F,,161
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,New Smear Positive,Cured,M,,331
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,New Smear Positive,Completed,F,,3
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,New Smear Positive,Completed,M,,6
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,New Smear Positive,Failure,F,,4
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,New Smear Positive,Failure,M,,13
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,New Smear Positive,Died,F,,5
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,New Smear Positive,Died,M,,15
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,New Smear Positive,Defaulted,F,,7
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,New Smear Positive,Defaulted,M,,12
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,New Smear Positive,Transferred out,F,,1
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,New Smear Positive,Transferred out,M,,6
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,New Smear Positive,No result,F,,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,New Smear Positive,No result,M,,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,F,0.904494382
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,M,0.8379746835
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,Total,0.8586387435
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,New Smear Positive,,Success,,0.8743455497
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,New Smear Positive,,Failure,,0.0296684119
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,New Smear Positive,,Died,,0.034904014
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,New Smear Positive,,Default,,0.0331588133
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,New Smear Positive,,T/O,,0.0122164049
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,New Smear Positive,,N/D,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,Registered,F,,17
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,Registered,M,,9
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,Cured,F,,12
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,Cured,M,,10
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,Completed,F,,2
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,Completed,M,,1
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,Failure,F,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,Failure,M,,1
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,Died,F,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,Died,M,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,Defaulted,F,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,Defaulted,M,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,Transferred out,F,,1
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,Transferred out,M,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,No result,F,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,No result,M,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,F,0.7058823529
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,M,1.1111111111
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,Total,0.8461538462
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,,Success,,0.9615384615
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,,Failure,,0.0384615385
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,,Died,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,,Default,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,,T/O,,0.0384615385
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Smear Positive,,N/D,,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,New Smear Positive,Registered,F,,139
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,New Smear Positive,Registered,M,,333
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,New Smear Positive,Cured,F,,142
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,New Smear Positive,Cured,M,,297
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,New Smear Positive,Completed,F,,2
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,New Smear Positive,Completed,M,,4
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,New Smear Positive,Failure,F,,4
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,New Smear Positive,Failure,M,,6
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,New Smear Positive,Died,F,,2
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,New Smear Positive,Died,M,,9
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,New Smear Positive,Defaulted,F,,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,New Smear Positive,Defaulted,M,,9
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,New Smear Positive,Transferred out,F,,7
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,New Smear Positive,Transferred out,M,,4
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,New Smear Positive,No result,F,,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,New Smear Positive,No result,M,,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,F,1.0215827338
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,M,0.8918918919
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,Total,0.9300847458
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,New Smear Positive,,Success,,0.9427966102
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,New Smear Positive,,Failure,,0.0211864407
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,New Smear Positive,,Died,,0.0233050847
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,New Smear Positive,,Default,,0.0190677966
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,New Smear Positive,,T/O,,0.0233050847
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,New Smear Positive,,N/D,,0
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,New Smear Positive,Registered,F,,94
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,New Smear Positive,Registered,M,,298
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,New Smear Positive,Cured,F,,87
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,New Smear Positive,Cured,M,,278
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,New Smear Positive,Completed,F,,0
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,New Smear Positive,Completed,M,,0
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,New Smear Positive,Failure,F,,0
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,New Smear Positive,Failure,M,,6
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,New Smear Positive,Died,F,,10
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,New Smear Positive,Died,M,,15
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,New Smear Positive,Defaulted,F,,6
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,New Smear Positive,Defaulted,M,,20
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,New Smear Positive,Transferred out,F,,1
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,New Smear Positive,Transferred out,M,,2
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,New Smear Positive,No result,F,,0
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,New Smear Positive,No result,M,,0
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,F,0.9255319149
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,M,0.932885906
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,Total,0.931122449
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,New Smear Positive,,Success,,0.931122449
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,New Smear Positive,,Failure,,0.0153061224
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,New Smear Positive,,Died,,0.0637755102
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,New Smear Positive,,Default,,0.0663265306
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,New Smear Positive,,T/O,,0.0076530612
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,New Smear Positive,,N/D,,0
Kaski,Gandaki,Hill,Western,2068/69,2011/12,New Smear Positive,Registered,F,,66
Kaski,Gandaki,Hill,Western,2068/69,2011/12,New Smear Positive,Registered,M,,129
Kaski,Gandaki,Hill,Western,2068/69,2011/12,New Smear Positive,Cured,F,,60
Kaski,Gandaki,Hill,Western,2068/69,2011/12,New Smear Positive,Cured,M,,112
Kaski,Gandaki,Hill,Western,2068/69,2011/12,New Smear Positive,Completed,F,,0
Kaski,Gandaki,Hill,Western,2068/69,2011/12,New Smear Positive,Completed,M,,0
Kaski,Gandaki,Hill,Western,2068/69,2011/12,New Smear Positive,Failure,F,,2
Kaski,Gandaki,Hill,Western,2068/69,2011/12,New Smear Positive,Failure,M,,4
Kaski,Gandaki,Hill,Western,2068/69,2011/12,New Smear Positive,Died,F,,2
Kaski,Gandaki,Hill,Western,2068/69,2011/12,New Smear Positive,Died,M,,9
Kaski,Gandaki,Hill,Western,2068/69,2011/12,New Smear Positive,Defaulted,F,,2
Kaski,Gandaki,Hill,Western,2068/69,2011/12,New Smear Positive,Defaulted,M,,1
Kaski,Gandaki,Hill,Western,2068/69,2011/12,New Smear Positive,Transferred out,F,,0
Kaski,Gandaki,Hill,Western,2068/69,2011/12,New Smear Positive,Transferred out,M,,4
Kaski,Gandaki,Hill,Western,2068/69,2011/12,New Smear Positive,No result,F,,0
Kaski,Gandaki,Hill,Western,2068/69,2011/12,New Smear Positive,No result,M,,0
Kaski,Gandaki,Hill,Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,F,0.9090909091
Kaski,Gandaki,Hill,Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,M,0.8682170543
Kaski,Gandaki,Hill,Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,Total,0.8820512821
Kaski,Gandaki,Hill,Western,2068/69,2011/12,New Smear Positive,,Success,,0.8820512821
Kaski,Gandaki,Hill,Western,2068/69,2011/12,New Smear Positive,,Failure,,0.0307692308
Kaski,Gandaki,Hill,Western,2068/69,2011/12,New Smear Positive,,Died,,0.0564102564
Kaski,Gandaki,Hill,Western,2068/69,2011/12,New Smear Positive,,Default,,0.0153846154
Kaski,Gandaki,Hill,Western,2068/69,2011/12,New Smear Positive,,T/O,,0.0205128205
Kaski,Gandaki,Hill,Western,2068/69,2011/12,New Smear Positive,,N/D,,0
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Registered,F,,421
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Registered,M,,636
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Cured,F,,325
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Cured,M,,528
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Completed,F,,4
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Completed,M,,26
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Failure,F,,9
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Failure,M,,6
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Died,F,,10
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Died,M,,12
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Defaulted,F,,6
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Defaulted,M,,30
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Transferred out,F,,44
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Transferred out,M,,72
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,No result,F,,1
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,No result,M,,4
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,F,0.7719714964
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,M,0.8301886792
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,Total,0.8070009461
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,,Success,,0.8353831599
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,,Failure,,0.0141911069
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,,Died,,0.0208136235
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,,Default,,0.0340586566
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,,T/O,,0.1097445601
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,,N/D,,0.004730369
Kavre,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Registered,F,,39
Kavre,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Registered,M,,100
Kavre,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Cured,F,,41
Kavre,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Cured,M,,93
Kavre,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Completed,F,,1
Kavre,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Completed,M,,0
Kavre,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Failure,F,,1
Kavre,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Failure,M,,6
Kavre,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Died,F,,1
Kavre,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Died,M,,5
Kavre,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Defaulted,F,,0
Kavre,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Defaulted,M,,1
Kavre,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Transferred out,F,,0
Kavre,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Transferred out,M,,1
Kavre,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,No result,F,,0
Kavre,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,No result,M,,0
Kavre,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,F,1.0512820513
Kavre,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,M,0.93
Kavre,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,Total,0.964028777
Kavre,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,,Success,,0.9712230216
Kavre,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,,Failure,,0.0503597122
Kavre,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,,Died,,0.0431654676
Kavre,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,,Default,,0.0071942446
Kavre,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,,T/O,,0.0071942446
Kavre,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,,N/D,,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,New Smear Positive,Registered,F,,13
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,New Smear Positive,Registered,M,,28
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,New Smear Positive,Cured,F,,9
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,New Smear Positive,Cured,M,,24
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,New Smear Positive,Completed,F,,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,New Smear Positive,Completed,M,,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,New Smear Positive,Failure,F,,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,New Smear Positive,Failure,M,,2
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,New Smear Positive,Died,F,,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,New Smear Positive,Died,M,,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,New Smear Positive,Defaulted,F,,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,New Smear Positive,Defaulted,M,,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,New Smear Positive,Transferred out,F,,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,New Smear Positive,Transferred out,M,,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,New Smear Positive,No result,F,,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,New Smear Positive,No result,M,,0
