District Name,Zone,Ecological Belt,Development Region,Year (B.S),Year (A.D),Indicator,Sub-Indicator,Sub-Indicator,Sub-Indicator,Sub-Indicator,Value
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Institutions,Male,6
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Camp,Female,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Camp,Male,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,New Acceptors,Sterilization,Total Strerilization,Camp,Male,264
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,New Acceptors,Total All Methods,Total Strerilization,Camp,Male,9724
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Distribution,Condom ,Total Strerilization,Camp,Male,573265
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Distribution,Pills ,Total Strerilization,Camp,Male,22041
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Distribution,Depo ,Total Strerilization,Camp,Male,14245
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Distribution,IUD ,Total Strerilization,Camp,Male,255
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Distribution,Norplant,Total Strerilization,Camp,Male,184
Palpa,Lumbini,Hill,Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Institutions,Female,19
Palpa,Lumbini,Hill,Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Institutions,Male,66
Palpa,Lumbini,Hill,Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Camp,Female,77
Palpa,Lumbini,Hill,Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Camp,Male,42
Palpa,Lumbini,Hill,Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Institutions,Female,128
Palpa,Lumbini,Hill,Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Institutions,Male,40
Palpa,Lumbini,Hill,Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Camp,Female,0
Palpa,Lumbini,Hill,Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Camp,Male,0
Palpa,Lumbini,Hill,Western,2068/69,2011/12,New Acceptors,Sterilization,Total Strerilization,Camp,Male,372
Palpa,Lumbini,Hill,Western,2068/69,2011/12,New Acceptors,Total All Methods,Total Strerilization,Camp,Male,5368
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Distribution,Condom ,Total Strerilization,Camp,Male,295631
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Distribution,Pills ,Total Strerilization,Camp,Male,14937
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Distribution,Depo ,Total Strerilization,Camp,Male,12376
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Distribution,IUD ,Total Strerilization,Camp,Male,489
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Distribution,Norplant,Total Strerilization,Camp,Male,228
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Institutions,Female,28
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Institutions,Male,5
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Camp,Female,289
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Camp,Male,56
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Institutions,Female,522
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Institutions,Male,51
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Camp,Female,850
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Camp,Male,67
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,New Acceptors,Sterilization,Total Strerilization,Camp,Male,1868
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,New Acceptors,Total All Methods,Total Strerilization,Camp,Male,12715
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Distribution,Condom ,Total Strerilization,Camp,Male,680462
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Distribution,Pills ,Total Strerilization,Camp,Male,31758
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Distribution,Depo ,Total Strerilization,Camp,Male,27144
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Distribution,IUD ,Total Strerilization,Camp,Male,502
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Distribution,Norplant,Total Strerilization,Camp,Male,300
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Institutions,Female,1090
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Institutions,Male,81
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Camp,Female,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Camp,Male,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Institutions,Female,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Institutions,Male,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Camp,Female,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Camp,Male,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,New Acceptors,Sterilization,Total Strerilization,Camp,Male,1171
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,New Acceptors,Total All Methods,Total Strerilization,Camp,Male,20116
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Distribution,Condom ,Total Strerilization,Camp,Male,849790
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Distribution,Pills ,Total Strerilization,Camp,Male,53085
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Distribution,Depo ,Total Strerilization,Camp,Male,41650
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Distribution,IUD ,Total Strerilization,Camp,Male,710
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Distribution,Norplant,Total Strerilization,Camp,Male,253
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Institutions,Female,216
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Institutions,Male,0
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Camp,Female,0
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Camp,Male,0
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Institutions,Female,0
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Institutions,Male,0
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Camp,Female,0
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Camp,Male,0
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,New Acceptors,Sterilization,Total Strerilization,Camp,Male,216
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,New Acceptors,Total All Methods,Total Strerilization,Camp,Male,14330
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,Distribution,Condom ,Total Strerilization,Camp,Male,485542
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,Distribution,Pills ,Total Strerilization,Camp,Male,35923
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,Distribution,Depo ,Total Strerilization,Camp,Male,33310
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,Distribution,IUD ,Total Strerilization,Camp,Male,503
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,Distribution,Norplant,Total Strerilization,Camp,Male,144
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Institutions,Female,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Institutions,Male,215
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Camp,Female,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Camp,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Institutions,Female,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Institutions,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Camp,Female,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Camp,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,New Acceptors,Sterilization,Total Strerilization,Camp,Male,215
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,New Acceptors,Total All Methods,Total Strerilization,Camp,Male,3976
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Distribution,Condom ,Total Strerilization,Camp,Male,272002
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Distribution,Pills ,Total Strerilization,Camp,Male,7279
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Distribution,Depo ,Total Strerilization,Camp,Male,5325
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Distribution,IUD ,Total Strerilization,Camp,Male,91
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Distribution,Norplant,Total Strerilization,Camp,Male,111
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Institutions,Female,0
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Institutions,Male,1
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Camp,Female,66
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Camp,Male,45
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Institutions,Female,0
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Institutions,Male,0
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Camp,Female,0
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Camp,Male,0
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Total Strerilization,Camp,Male,112
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Total All Methods,Total Strerilization,Camp,Male,8462
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Distribution,Condom ,Total Strerilization,Camp,Male,653046
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Distribution,Pills ,Total Strerilization,Camp,Male,40240
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Distribution,Depo ,Total Strerilization,Camp,Male,19975
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Distribution,IUD ,Total Strerilization,Camp,Male,95
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Distribution,Norplant,Total Strerilization,Camp,Male,272
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Institutions,Female,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Institutions,Male,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Camp,Female,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Camp,Male,100
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Institutions,Female,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Institutions,Male,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Camp,Female,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Camp,Male,4
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Total Strerilization,Camp,Male,104
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Total All Methods,Total Strerilization,Camp,Male,10884
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Distribution,Condom ,Total Strerilization,Camp,Male,596926
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Distribution,Pills ,Total Strerilization,Camp,Male,12216
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Distribution,Depo ,Total Strerilization,Camp,Male,14944
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Distribution,IUD ,Total Strerilization,Camp,Male,134
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Distribution,Norplant,Total Strerilization,Camp,Male,1167
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Institutions,Female,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Institutions,Male,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Camp,Female,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Camp,Male,176
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Institutions,Female,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Institutions,Male,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Camp,Female,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Camp,Male,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Total Strerilization,Camp,Male,176
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Total All Methods,Total Strerilization,Camp,Male,7712
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Distribution,Condom ,Total Strerilization,Camp,Male,124470
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Distribution,Pills ,Total Strerilization,Camp,Male,11109
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Distribution,Depo ,Total Strerilization,Camp,Male,12490
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Distribution,IUD ,Total Strerilization,Camp,Male,101
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Distribution,Norplant,Total Strerilization,Camp,Male,139
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Institutions,Female,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Institutions,Male,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Camp,Female,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Camp,Male,170
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Institutions,Female,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Institutions,Male,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Camp,Female,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Camp,Male,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Total Strerilization,Camp,Male,170
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Total All Methods,Total Strerilization,Camp,Male,6908
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Distribution,Condom ,Total Strerilization,Camp,Male,288715
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Distribution,Pills ,Total Strerilization,Camp,Male,12306
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Distribution,Depo ,Total Strerilization,Camp,Male,17029
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Distribution,IUD ,Total Strerilization,Camp,Male,386
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Distribution,Norplant,Total Strerilization,Camp,Male,525
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Institutions,Female,37
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Institutions,Male,8
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Camp,Female,216
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Camp,Male,25
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Institutions,Female,271
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Institutions,Male,67
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Camp,Female,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Camp,Male,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Total Strerilization,Camp,Male,624
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,New Acceptors,Total All Methods,Total Strerilization,Camp,Male,11364
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Distribution,Condom ,Total Strerilization,Camp,Male,588437
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Distribution,Pills ,Total Strerilization,Camp,Male,44731
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Distribution,Depo ,Total Strerilization,Camp,Male,39262
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Distribution,IUD ,Total Strerilization,Camp,Male,821
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Distribution,Norplant,Total Strerilization,Camp,Male,377
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Institutions,Female,181
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Institutions,Male,144
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Camp,Female,169
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Camp,Male,9
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Institutions,Female,190
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Institutions,Male,90
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Camp,Female,23
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Camp,Male,4
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Total Strerilization,Camp,Male,810
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,New Acceptors,Total All Methods,Total Strerilization,Camp,Male,15277
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Distribution,Condom ,Total Strerilization,Camp,Male,669447
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Distribution,Pills ,Total Strerilization,Camp,Male,22990
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Distribution,Depo ,Total Strerilization,Camp,Male,30683
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Distribution,IUD ,Total Strerilization,Camp,Male,959
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Distribution,Norplant,Total Strerilization,Camp,Male,578
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Institutions,Female,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Institutions,Male,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Camp,Female,1027
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Camp,Male,52
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Institutions,Female,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Institutions,Male,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Camp,Female,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Camp,Male,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Total Strerilization,Camp,Male,1079
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,New Acceptors,Total All Methods,Total Strerilization,Camp,Male,13489
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Distribution,Condom ,Total Strerilization,Camp,Male,840485
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Distribution,Pills ,Total Strerilization,Camp,Male,27846
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Distribution,Depo ,Total Strerilization,Camp,Male,22491
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Distribution,IUD ,Total Strerilization,Camp,Male,624
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Distribution,Norplant,Total Strerilization,Camp,Male,670
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Institutions,Female,156
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Institutions,Male,63
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Camp,Female,334
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Camp,Male,428
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Institutions,Female,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Institutions,Male,231
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Camp,Female,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Camp,Male,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Total Strerilization,Camp,Male,1212
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Total All Methods,Total Strerilization,Camp,Male,13431
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Distribution,Condom ,Total Strerilization,Camp,Male,590181
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Distribution,Pills ,Total Strerilization,Camp,Male,31797
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Distribution,Depo ,Total Strerilization,Camp,Male,22923
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Distribution,IUD ,Total Strerilization,Camp,Male,544
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Distribution,Norplant,Total Strerilization,Camp,Male,548
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Institutions,Female,15
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Institutions,Male,67
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Camp,Female,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Camp,Male,336
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Institutions,Female,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Institutions,Male,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Camp,Female,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Camp,Male,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Total Strerilization,Camp,Male,418
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Total All Methods,Total Strerilization,Camp,Male,10468
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Distribution,Condom ,Total Strerilization,Camp,Male,483624
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Distribution,Pills ,Total Strerilization,Camp,Male,21248
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Distribution,Depo ,Total Strerilization,Camp,Male,13810
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Distribution,IUD ,Total Strerilization,Camp,Male,119
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Distribution,Norplant,Total Strerilization,Camp,Male,593
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Institutions,Female,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Institutions,Male,21
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Camp,Female,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Camp,Male,179
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Institutions,Female,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Institutions,Male,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Camp,Female,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Non-government,Camp,Male,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Total Strerilization,Camp,Male,200
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,New Acceptors,Total All Methods,Total Strerilization,Camp,Male,6662
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Distribution,Condom ,Total Strerilization,Camp,Male,100513
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Distribution,Pills ,Total Strerilization,Camp,Male,8761
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Distribution,Depo ,Total Strerilization,Camp,Male,9316
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Distribution,IUD ,Total Strerilization,Camp,Male,407
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Distribution,Norplant,Total Strerilization,Camp,Male,205
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Acceptors,Sterilization,Government ,Institutions,Female,0
