District Name,Zone,Ecological Belt,Development Region,Year (B.S),Year (A.D),Indicator,Sub-Indicator,Value
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,ARI Case Fatality,,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,% of ARI Cases at,HF,22.07
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,% of ARI Cases at,VHW/MCHW,11.16
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,% of ARI Cases at,FCHV,66.77
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,ARI Incidence  per 1000,,641.81
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Incidence of Pneumonia (Mild and Severe) per 1000,,211.54
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Incidence of Severe Pneumonia per 1000,,2.12
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,% of Pneumonia (Mild and Severe) among new ARI cases,,32.96
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,% of Severe Pneumonia among new ARI cases,,0.33
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,% Treated with Antibiotic,,56.24
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,ARI Case Fatality,,0.01
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,% of ARI Cases at,HF,30.77
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,% of ARI Cases at,VHW/MCHW,8.3
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,% of ARI Cases at,FCHV,60.92
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,ARI Incidence  per 1000,,946.61
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Incidence of Pneumonia (Mild and Severe) per 1000,,292.65
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Incidence of Severe Pneumonia per 1000,,3.96
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,% of Pneumonia (Mild and Severe) among new ARI cases,,30.92
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,% of Severe Pneumonia among new ARI cases,,0.42
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,% Treated with Antibiotic,,47.77
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,ARI Case Fatality,,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,% of ARI Cases at,HF,30.34
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,% of ARI Cases at,VHW/MCHW,11.82
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,% of ARI Cases at,FCHV,57.84
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,ARI Incidence  per 1000,,1201.01
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Incidence of Pneumonia (Mild and Severe) per 1000,,291.96
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Incidence of Severe Pneumonia per 1000,,4.78
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,% of Pneumonia (Mild and Severe) among new ARI cases,,24.31
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,% of Severe Pneumonia among new ARI cases,,0.4
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,% Treated with Antibiotic,,36.34
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,ARI Case Fatality,,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,% of ARI Cases at,HF,27.14
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,% of ARI Cases at,VHW/MCHW,7.66
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,% of ARI Cases at,FCHV,65.2
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,ARI Incidence  per 1000,,1211.93
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Incidence of Pneumonia (Mild and Severe) per 1000,,353.89
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Incidence of Severe Pneumonia per 1000,,4.95
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,% of Pneumonia (Mild and Severe) among new ARI cases,,29.2
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,% of Severe Pneumonia among new ARI cases,,0.41
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,% Treated with Antibiotic,,48.19
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,ARI Case Fatality,,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,% of ARI Cases at,HF,29.1
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,% of ARI Cases at,VHW/MCHW,10.03
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,% of ARI Cases at,FCHV,60.87
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,ARI Incidence  per 1000,,1572.28
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Incidence of Pneumonia (Mild and Severe) per 1000,,338.5
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Incidence of Severe Pneumonia per 1000,,4.82
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,% of Pneumonia (Mild and Severe) among new ARI cases,,21.53
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,% of Severe Pneumonia among new ARI cases,,0.31
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,% Treated with Antibiotic,,29.14
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,ARI Case Fatality,,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,% of ARI Cases at,HF,16.2
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,% of ARI Cases at,VHW/MCHW,10.19
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,% of ARI Cases at,FCHV,73.61
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,ARI Incidence  per 1000,,1321.55
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Incidence of Pneumonia (Mild and Severe) per 1000,,364.28
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Incidence of Severe Pneumonia per 1000,,25.18
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,% of Pneumonia (Mild and Severe) among new ARI cases,,27.56
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,% of Severe Pneumonia among new ARI cases,,1.91
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,% Treated with Antibiotic,,53.81
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,ARI Case Fatality,,0.06
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,% of ARI Cases at,HF,33.56
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,% of ARI Cases at,VHW/MCHW,16.38
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,% of ARI Cases at,FCHV,50.06
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,ARI Incidence  per 1000,,607.55
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Incidence of Pneumonia (Mild and Severe) per 1000,,276.6
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Incidence of Severe Pneumonia per 1000,,5.76
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of Pneumonia (Mild and Severe) among new ARI cases,,45.53
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of Severe Pneumonia among new ARI cases,,0.95
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,% Treated with Antibiotic,,64.71
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,ARI Case Fatality,,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of ARI Cases at,HF,55.61
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of ARI Cases at,VHW/MCHW,16.79
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of ARI Cases at,FCHV,27.6
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,ARI Incidence  per 1000,,1584.12
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Incidence of Pneumonia (Mild and Severe) per 1000,,671.55
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Incidence of Severe Pneumonia per 1000,,7.11
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of Pneumonia (Mild and Severe) among new ARI cases,,42.39
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of Severe Pneumonia among new ARI cases,,0.45
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,% Treated with Antibiotic,,48.87
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,ARI Case Fatality,,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of ARI Cases at,HF,26.91
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of ARI Cases at,VHW/MCHW,9.83
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of ARI Cases at,FCHV,63.26
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,ARI Incidence  per 1000,,1159.74
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Incidence of Pneumonia (Mild and Severe) per 1000,,408.54
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Incidence of Severe Pneumonia per 1000,,8.2
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of Pneumonia (Mild and Severe) among new ARI cases,,35.23
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of Severe Pneumonia among new ARI cases,,0.71
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,% Treated with Antibiotic,,47.86
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,ARI Case Fatality,,0.05
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of ARI Cases at,HF,20.7
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of ARI Cases at,VHW/MCHW,14.8
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of ARI Cases at,FCHV,64.5
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,ARI Incidence  per 1000,,794.13
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Incidence of Pneumonia (Mild and Severe) per 1000,,394.57
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Incidence of Severe Pneumonia per 1000,,8.65
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of Pneumonia (Mild and Severe) among new ARI cases,,49.69
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of Severe Pneumonia among new ARI cases,,1.09
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,% Treated with Antibiotic,,64.17
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,ARI Case Fatality,,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of ARI Cases at,HF,39.27
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of ARI Cases at,VHW/MCHW,14.93
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of ARI Cases at,FCHV,45.79
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,ARI Incidence  per 1000,,1250.65
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Incidence of Pneumonia (Mild and Severe) per 1000,,671.41
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Incidence of Severe Pneumonia per 1000,,20.56
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of Pneumonia (Mild and Severe) among new ARI cases,,53.69
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of Severe Pneumonia among new ARI cases,,1.64
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,% Treated with Antibiotic,,74.86
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,ARI Case Fatality,,0.05
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of ARI Cases at,HF,43.28
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of ARI Cases at,VHW/MCHW,12.59
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of ARI Cases at,FCHV,44.13
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,ARI Incidence  per 1000,,1571.08
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Incidence of Pneumonia (Mild and Severe) per 1000,,606.27
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Incidence of Severe Pneumonia per 1000,,7.58
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,% of Pneumonia (Mild and Severe) among new ARI cases,,38.59
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,% of Severe Pneumonia among new ARI cases,,0.48
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,% Treated with Antibiotic,,50.82
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,ARI Case Fatality,,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,% of ARI Cases at,HF,23.24
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,% of ARI Cases at,VHW/MCHW,14.31
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,% of ARI Cases at,FCHV,62.45
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,ARI Incidence  per 1000,,1092
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Incidence of Pneumonia (Mild and Severe) per 1000,,364.69
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Incidence of Severe Pneumonia per 1000,,8.9
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,% of Pneumonia (Mild and Severe) among new ARI cases,,33.4
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,% of Severe Pneumonia among new ARI cases,,0.82
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,% Treated with Antibiotic,,40.16
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,ARI Case Fatality,,0.01
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,% of ARI Cases at,HF,27.09
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,% of ARI Cases at,VHW/MCHW,15.56
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,% of ARI Cases at,FCHV,57.35
Achham,Seti,Hill,Far-Western,2068/69,2011/12,ARI Incidence  per 1000,,1533.42
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Incidence of Pneumonia (Mild and Severe) per 1000,,364.66
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Incidence of Severe Pneumonia per 1000,,7.69
Achham,Seti,Hill,Far-Western,2068/69,2011/12,% of Pneumonia (Mild and Severe) among new ARI cases,,23.78
Achham,Seti,Hill,Far-Western,2068/69,2011/12,% of Severe Pneumonia among new ARI cases,,0.5
Achham,Seti,Hill,Far-Western,2068/69,2011/12,% Treated with Antibiotic,,39.52
Achham,Seti,Hill,Far-Western,2068/69,2011/12,ARI Case Fatality,,0.01
Achham,Seti,Hill,Far-Western,2068/69,2011/12,% of ARI Cases at,HF,35.13
Achham,Seti,Hill,Far-Western,2068/69,2011/12,% of ARI Cases at,VHW/MCHW,12.23
Achham,Seti,Hill,Far-Western,2068/69,2011/12,% of ARI Cases at,FCHV,52.64
Doti,Seti,Hill,Far-Western,2068/69,2011/12,ARI Incidence  per 1000,,1072.68
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Incidence of Pneumonia (Mild and Severe) per 1000,,268.13
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Incidence of Severe Pneumonia per 1000,,4.93
Doti,Seti,Hill,Far-Western,2068/69,2011/12,% of Pneumonia (Mild and Severe) among new ARI cases,,25
Doti,Seti,Hill,Far-Western,2068/69,2011/12,% of Severe Pneumonia among new ARI cases,,0.46
Doti,Seti,Hill,Far-Western,2068/69,2011/12,% Treated with Antibiotic,,40.15
Doti,Seti,Hill,Far-Western,2068/69,2011/12,ARI Case Fatality,,0.04
Doti,Seti,Hill,Far-Western,2068/69,2011/12,% of ARI Cases at,HF,25.35
Doti,Seti,Hill,Far-Western,2068/69,2011/12,% of ARI Cases at,VHW/MCHW,18.19
Doti,Seti,Hill,Far-Western,2068/69,2011/12,% of ARI Cases at,FCHV,56.46
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,ARI Incidence  per 1000,,824.58
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Incidence of Pneumonia (Mild and Severe) per 1000,,173.21
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Incidence of Severe Pneumonia per 1000,,2.65
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,% of Pneumonia (Mild and Severe) among new ARI cases,,21.01
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,% of Severe Pneumonia among new ARI cases,,0.32
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,% Treated with Antibiotic,,32.52
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,ARI Case Fatality,,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,% of ARI Cases at,HF,26.24
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,% of ARI Cases at,VHW/MCHW,8.4
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,% of ARI Cases at,FCHV,65.35
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,ARI Incidence  per 1000,,865.38
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Incidence of Pneumonia (Mild and Severe) per 1000,,191.86
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Incidence of Severe Pneumonia per 1000,,2.17
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,% of Pneumonia (Mild and Severe) among new ARI cases,,22.17
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,% of Severe Pneumonia among new ARI cases,,0.25
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,% Treated with Antibiotic,,45.2
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,ARI Case Fatality,,0.01
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,% of ARI Cases at,HF,28.75
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,% of ARI Cases at,VHW/MCHW,5.91
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,% of ARI Cases at,FCHV,65.34
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,ARI Incidence  per 1000,,1296.32
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Incidence of Pneumonia (Mild and Severe) per 1000,,330.34
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Incidence of Severe Pneumonia per 1000,,20.45
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,% of Pneumonia (Mild and Severe) among new ARI cases,,25.48
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,% of Severe Pneumonia among new ARI cases,,1.58
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,% Treated with Antibiotic,,44.72
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,ARI Case Fatality,,0.08
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,% of ARI Cases at,HF,36.92
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,% of ARI Cases at,VHW/MCHW,9.22
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,% of ARI Cases at,FCHV,53.87
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,ARI Incidence  per 1000,,1338.54
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Incidence of Pneumonia (Mild and Severe) per 1000,,348.25
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Incidence of Severe Pneumonia per 1000,,9.05
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,% of Pneumonia (Mild and Severe) among new ARI cases,,26.02
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,% of Severe Pneumonia among new ARI cases,,0.68
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,% Treated with Antibiotic,,33.27
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,ARI Case Fatality,,0.07
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,% of ARI Cases at,HF,23.89
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,% of ARI Cases at,VHW/MCHW,14.04
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,% of ARI Cases at,FCHV,62.07
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,ARI Incidence  per 1000,,1179.98
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Incidence of Pneumonia (Mild and Severe) per 1000,,287.7
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Incidence of Severe Pneumonia per 1000,,4.01
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,% of Pneumonia (Mild and Severe) among new ARI cases,,24.38
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,% of Severe Pneumonia among new ARI cases,,0.34
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,% Treated with Antibiotic,,35.47
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,ARI Case Fatality,,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,% of ARI Cases at,HF,24.1
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,% of ARI Cases at,VHW/MCHW,21.32
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,% of ARI Cases at,FCHV,54.58
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,ARI Incidence  per 1000,,1576.74
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Incidence of Pneumonia (Mild and Severe) per 1000,,699.99
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Incidence of Severe Pneumonia per 1000,,4.95
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,% of Pneumonia (Mild and Severe) among new ARI cases,,44.39
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,% of Severe Pneumonia among new ARI cases,,0.31
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,% Treated with Antibiotic,,52.75
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,ARI Case Fatality,,0.07
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,% of ARI Cases at,HF,28.59
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,% of ARI Cases at,VHW/MCHW,24.9
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,% of ARI Cases at,FCHV,46.5
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,ARI Incidence  per 1000,,1346.12
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Incidence of Pneumonia (Mild and Severe) per 1000,,375.07
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Incidence of Severe Pneumonia per 1000,,4.16
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,% of Pneumonia (Mild and Severe) among new ARI cases,,27.86
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,% of Severe Pneumonia among new ARI cases,,0.31
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,% Treated with Antibiotic,,34.39
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,ARI Case Fatality,,0
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,% of ARI Cases at,HF,31.81
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,% of ARI Cases at,VHW/MCHW,10.99
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,% of ARI Cases at,FCHV,57.2
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,ARI Incidence  per 1000,,1083.62
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Incidence of Pneumonia (Mild and Severe) per 1000,,380.03
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Incidence of Severe Pneumonia per 1000,,2.61
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,% of Pneumonia (Mild and Severe) among new ARI cases,,35.07
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,% of Severe Pneumonia among new ARI cases,,0.24
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,% Treated with Antibiotic,,44.29
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,ARI Case Fatality,,0
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,% of ARI Cases at,HF,24.75
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,% of ARI Cases at,VHW/MCHW,16.43
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,% of ARI Cases at,FCHV,58.82
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,ARI Incidence  per 1000,,1165.37
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Incidence of Pneumonia (Mild and Severe) per 1000,,333.05
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Incidence of Severe Pneumonia per 1000,,4.74
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,% of Pneumonia (Mild and Severe) among new ARI cases,,28.58
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,% of Severe Pneumonia among new ARI cases,,0.41
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,% Treated with Antibiotic,,39.16
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,ARI Case Fatality,,0
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,% of ARI Cases at,HF,26.27
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,% of ARI Cases at,VHW/MCHW,13.3
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,% of ARI Cases at,FCHV,60.43
Morang,Kosi,Terai,Eastern,2069/70,2012/13,ARI Incidence  per 1000,,919.98
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Incidence of Pneumonia (Mild and Severe) per 1000,,261.73
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Incidence of Severe Pneumonia per 1000,,2.73
Morang,Kosi,Terai,Eastern,2069/70,2012/13,% of Pneumonia (Mild and Severe) among new ARI cases,,28.45
Morang,Kosi,Terai,Eastern,2069/70,2012/13,% of Severe Pneumonia among new ARI cases,,0.3
Morang,Kosi,Terai,Eastern,2069/70,2012/13,% Treated with Antibiotic,,40.37
Morang,Kosi,Terai,Eastern,2069/70,2012/13,ARI Case Fatality,,0
Morang,Kosi,Terai,Eastern,2069/70,2012/13,% of ARI Cases at,HF,31.89
Morang,Kosi,Terai,Eastern,2069/70,2012/13,% of ARI Cases at,VHW/MCHW,10.02
Morang,Kosi,Terai,Eastern,2069/70,2012/13,% of ARI Cases at,FCHV,58.09
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,ARI Incidence  per 1000,,918.11
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Incidence of Pneumonia (Mild and Severe) per 1000,,326.84
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Incidence of Severe Pneumonia per 1000,,2.33
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,% of Pneumonia (Mild and Severe) among new ARI cases,,35.6
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,% of Severe Pneumonia among new ARI cases,,0.25
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,% Treated with Antibiotic,,52.51
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,ARI Case Fatality,,0
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,% of ARI Cases at,HF,36.34
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,% of ARI Cases at,VHW/MCHW,10.24
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,% of ARI Cases at,FCHV,53.42
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,ARI Incidence  per 1000,,1616.04
