District,zone,belt,region,Year BS,Year AD,Type of disease,Number of patients,Zone,Belt,Region
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),0,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Filariasis,0,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Clinical Malaria,9,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Malaria (PF),0,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Malaria,1,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Dengue Fever,0,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Kala-azar,0,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),0,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Filariasis,4,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Clinical Malaria,32,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Malaria (PF),1,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Malaria,1,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Dengue Fever,0,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Kala-azar,0,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),0,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2068/69,2011/12,Filariasis,2,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2068/69,2011/12,Clinical Malaria,60,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2068/69,2011/12,Malaria (PF),6,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2068/69,2011/12,Malaria,6,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2068/69,2011/12,Dengue Fever,0,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2068/69,2011/12,Kala-azar,0,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),3,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2068/69,2011/12,Filariasis,0,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2068/69,2011/12,Clinical Malaria,60,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2068/69,2011/12,Malaria (PF),13,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2068/69,2011/12,Malaria,7,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2068/69,2011/12,Dengue Fever,0,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2068/69,2011/12,Kala-azar,1,Gandaki,Hill,Western
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),0,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Filariasis,0,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Clinical Malaria,0,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Malaria (PF),0,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Malaria,0,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Dengue Fever,0,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Kala-azar,0,Gandaki,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),0,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Filariasis,0,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Clinical Malaria,0,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Malaria (PF),0,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Malaria,0,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Dengue Fever,0,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Kala-azar,0,Dhawalagiri,Mountain,Western
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),1,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Filariasis,0,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Clinical Malaria,1,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Malaria (PF),0,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Malaria,0,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Dengue Fever,0,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Kala-azar,0,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),1,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Filariasis,0,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Clinical Malaria,12,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Malaria (PF),1,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Malaria,4,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Dengue Fever,0,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Kala-azar,0,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),0,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Filariasis,0,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Clinical Malaria,0,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Malaria (PF),0,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Malaria,0,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Dengue Fever,0,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Kala-azar,0,Dhawalagiri,Hill,Western
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),0,Lumbini,Hill,Western
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Filariasis,0,Lumbini,Hill,Western
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Clinical Malaria,119,Lumbini,Hill,Western
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Malaria (PF),13,Lumbini,Hill,Western
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Malaria,3,Lumbini,Hill,Western
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Dengue Fever,0,Lumbini,Hill,Western
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Kala-azar,0,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),55,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Filariasis,3,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Clinical Malaria,118,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Malaria (PF),0,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Malaria,17,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Dengue Fever,0,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Kala-azar,1,Lumbini,Hill,Western
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),7,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Filariasis,11,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Clinical Malaria,2896,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Malaria (PF),17,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Malaria,30,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Dengue Fever,0,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Kala-azar,6,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),0,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Filariasis,0,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Clinical Malaria,0,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Malaria (PF),0,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Malaria,0,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Dengue Fever,0,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Kala-azar,0,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),0,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,Filariasis,567,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,Clinical Malaria,3740,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,Malaria (PF),1,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,Malaria,1,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,Dengue Fever,0,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,Kala-azar,0,Lumbini,Terai,Western
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),0,Lumbini,Hill,Western
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Filariasis,0,Lumbini,Hill,Western
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Clinical Malaria,109,Lumbini,Hill,Western
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Malaria (PF),0,Lumbini,Hill,Western
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Malaria,0,Lumbini,Hill,Western
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Dengue Fever,0,Lumbini,Hill,Western
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Kala-azar,0,Lumbini,Hill,Western
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),0,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Filariasis,0,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Clinical Malaria,40,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Malaria (PF),21,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Malaria,1,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Dengue Fever,0,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Kala-azar,0,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),9,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Filariasis,0,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Clinical Malaria,45,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Malaria (PF),0,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Malaria,0,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Dengue Fever,0,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Kala-azar,0,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),0,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Filariasis,2,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Clinical Malaria,0,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Malaria (PF),2,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Malaria,4,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Dengue Fever,0,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Kala-azar,0,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),0,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Filariasis,0,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Clinical Malaria,179,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Malaria (PF),0,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Malaria,0,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Dengue Fever,0,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Kala-azar,0,Rapti,Hill,Mid-Western
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),9,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Filariasis,1,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Clinical Malaria,5403,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Malaria (PF),0,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Malaria,15,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Dengue Fever,0,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Kala-azar,0,Rapti,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),2,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Filariasis,4,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Clinical Malaria,4438,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Malaria (PF),12,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Malaria,63,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Dengue Fever,0,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Kala-azar,0,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),0,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Filariasis,9,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Clinical Malaria,6408,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Malaria (PF),17,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Malaria,98,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Dengue Fever,0,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Kala-azar,0,Bheri,Terai,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),6,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Filariasis,0,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Clinical Malaria,5687,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Malaria (PF),0,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Malaria,47,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Dengue Fever,0,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Kala-azar,1,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),0,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Filariasis,0,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Clinical Malaria,28,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Malaria (PF),0,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Malaria,23,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Dengue Fever,0,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Kala-azar,0,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),0,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Filariasis,0,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Clinical Malaria,0,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Malaria (PF),0,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Malaria,0,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Dengue Fever,0,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Kala-azar,0,Bheri,Hill,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),0,Karnali,Mountain,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Filariasis,0,Karnali,Mountain,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Clinical Malaria,0,Karnali,Mountain,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Malaria (PF),0,Karnali,Mountain,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Malaria,0,Karnali,Mountain,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Dengue Fever,0,Karnali,Mountain,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Kala-azar,0,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),0,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Filariasis,0,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Clinical Malaria,12,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Malaria (PF),0,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Malaria,0,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Dengue Fever,0,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Kala-azar,0,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),79,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Filariasis,0,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Clinical Malaria,6,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Malaria (PF),0,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Malaria,0,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Dengue Fever,0,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Kala-azar,5,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),0,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Filariasis,0,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Clinical Malaria,0,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Malaria (PF),0,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Malaria,0,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Dengue Fever,0,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Kala-azar,0,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),0,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Filariasis,0,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Clinical Malaria,3,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Malaria (PF),0,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Malaria,0,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Dengue Fever,0,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Kala-azar,0,Karnali,Mountain,Mid-Western
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),0,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Filariasis,0,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Clinical Malaria,87,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Malaria (PF),5,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Malaria,0,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Dengue Fever,0,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Kala-azar,0,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),0,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Filariasis,0,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Clinical Malaria,55,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Malaria (PF),1,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Malaria,5,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Dengue Fever,0,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Kala-azar,0,Seti,Mountain,Far-Western
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),147,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Filariasis,1,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Clinical Malaria,46,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Malaria (PF),9,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Malaria,84,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Dengue Fever,0,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Kala-azar,2,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),0,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Filariasis,0,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Clinical Malaria,157,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Malaria (PF),1,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Malaria,0,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Dengue Fever,0,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Kala-azar,0,Seti,Hill,Far-Western
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),37,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Filariasis,8,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Clinical Malaria,4201,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Malaria (PF),298,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Malaria,766,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Dengue Fever,0,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Kala-azar,0,Seti,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),0,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Filariasis,0,Mahakali,Terai,Far-Western
